method,step,best_y,normalized_regret,filter_active,retained_fraction,compatibility_trust,problem,dim,seed
Matching-Soft-Rerank,18,0.263355117463107,0.03976965287164675,0.0,1.0,,Ackley,2,2026
Matching-Soft-Rerank,19,0.263355117463107,0.03976965287164675,0.0,1.0,,Ackley,2,2026
Matching-Soft-Rerank,20,0.263355117463107,0.03976965287164675,0.0,1.0,,Ackley,2,2026
Target-Only,0,3.5652566501745437,1.0,0.0,1.0,0.0,Ackley,2,777
Target-Only,1,3.5652566501745437,1.0,0.0,1.0,0.0,Ackley,2,777
Target-Only,2,3.089904203156476,0.8666709037637456,0.0,1.0,0.0,Ackley,2,777
Target-Only,3,3.089904203156476,0.8666709037637456,0.0,1.0,0.0,Ackley,2,777
Target-Only,4,3.089904203156476,0.8666709037637456,0.0,1.0,0.0,Ackley,2,777
Target-Only,5,3.089904203156476,0.8666709037637456,0.0,1.0,0.0,Ackley,2,777
Target-Only,6,1.9686230575710977,0.5521686797708434,0.0,1.0,0.0,Ackley,2,777
Target-Only,7,1.9686230575710977,0.5521686797708434,0.0,1.0,0.0,Ackley,2,777
Target-Only,8,1.9686230575710977,0.5521686797708434,0.0,1.0,0.0,Ackley,2,777
Target-Only,9,1.9686230575710977,0.5521686797708434,0.0,1.0,0.0,Ackley,2,777
Target-Only,10,1.968088997065991,0.5520188839615906,0.0,1.0,0.0,Ackley,2,777
Target-Only,11,0.2760904891217817,0.07743916250973538,0.0,1.0,0.0,Ackley,2,777
Target-Only,12,0.2760904891217817,0.07743916250973538,0.0,1.0,0.0,Ackley,2,777
Target-Only,13,0.2760904891217817,0.07743916250973538,0.0,1.0,0.0,Ackley,2,777
Target-Only,14,0.2760904891217817,0.07743916250973538,0.0,1.0,0.0,Ackley,2,777
Target-Only,15,0.2760904891217817,0.07743916250973538,0.0,1.0,0.0,Ackley,2,777
Target-Only,16,0.2760904891217817,0.07743916250973538,0.0,1.0,0.0,Ackley,2,777
Target-Only,17,0.2760904891217817,0.07743916250973538,0.0,1.0,0.0,Ackley,2,777
Target-Only,18,0.2760904891217817,0.07743916250973538,0.0,1.0,0.0,Ackley,2,777
Target-Only,19,0.2760904891217817,0.07743916250973538,0.0,1.0,0.0,Ackley,2,777
Target-Only,20,0.2760904891217817,0.07743916250973538,0.0,1.0,0.0,Ackley,2,777
Matching-Fixed-Filter,0,3.5652566501745437,1.0,0.0,1.0,0.0,Ackley,2,777
Matching-Fixed-Filter,1,3.538704772621035,0.9925526041576254,1.0,0.25,1.0,Ackley,2,777
Matching-Fixed-Filter,2,3.538704772621035,0.9925526041576254,1.0,0.25,1.0,Ackley,2,777
Matching-Fixed-Filter,3,3.538704772621035,0.9925526041576254,1.0,0.25,1.0,Ackley,2,777
Matching-Fixed-Filter,4,3.2058345131841866,0.8991875838804589,1.0,0.25,1.0,Ackley,2,777
Matching-Fixed-Filter,5,3.2058345131841866,0.8991875838804589,1.0,0.25,1.0,Ackley,2,777
Matching-Fixed-Filter,6,3.2058345131841866,0.8991875838804589,1.0,0.25,1.0,Ackley,2,777
Matching-Fixed-Filter,7,3.2058345131841866,0.8991875838804589,1.0,0.25,1.0,Ackley,2,777
Matching-Fixed-Filter,8,2.8862274404904587,0.8095426847739441,1.0,0.25,1.0,Ackley,2,777
Matching-Fixed-Filter,9,2.669370317508236,0.7487175761603451,1.0,0.25,1.0,Ackley,2,777
Matching-Fixed-Filter,10,2.669370317508236,0.7487175761603451,1.0,0.25,1.0,Ackley,2,777
Matching-Fixed-Filter,11,2.254428087952658,0.6323326226296466,1.0,0.25,1.0,Ackley,2,777
Matching-Fixed-Filter,12,2.254428087952658,0.6323326226296466,1.0,0.25,1.0,Ackley,2,777
Matching-Fixed-Filter,13,2.254428087952658,0.6323326226296466,1.0,0.25,1.0,Ackley,2,777
Matching-Fixed-Filter,14,2.254428087952658,0.6323326226296466,1.0,0.25,1.0,Ackley,2,777
Matching-Fixed-Filter,15,2.254428087952658,0.6323326226296466,1.0,0.25,1.0,Ackley,2,777
Matching-Fixed-Filter,16,2.254428087952658,0.6323326226296466,1.0,0.25,1.0,Ackley,2,777
Matching-Fixed-Filter,17,0.4242248308044201,0.11898858130834732,1.0,0.25,1.0,Ackley,2,777
Matching-Fixed-Filter,18,0.4242248308044201,0.11898858130834732,1.0,0.25,1.0,Ackley,2,777
Matching-Fixed-Filter,19,0.4242248308044201,0.11898858130834732,1.0,0.25,1.0,Ackley,2,777
Matching-Fixed-Filter,20,0.4242248308044201,0.11898858130834732,1.0,0.25,1.0,Ackley,2,777
Matching-Adaptive-Filter,0,3.5652566501745437,1.0,0.0,1.0,0.0,Ackley,2,777
Matching-Adaptive-Filter,1,3.5652566501745437,1.0,1.0,0.81,0.25428571428567387,Ackley,2,777
Matching-Adaptive-Filter,2,3.5652566501745437,1.0,1.0,0.79,0.2910389610389259,Ackley,2,777
Matching-Adaptive-Filter,3,3.055855271072645,0.8571206987084758,1.0,0.76,0.32460317460314203,Ackley,2,777
Matching-Adaptive-Filter,4,3.055855271072645,0.8571206987084758,1.0,0.78,0.2983287545787279,Ackley,2,777
Matching-Adaptive-Filter,5,3.055855271072645,0.8571206987084758,1.0,0.76,0.3294887652030247,Ackley,2,777
Matching-Adaptive-Filter,6,2.941904620971386,0.82515928294457,1.0,0.73,0.3630050505050243,Ackley,2,777
Matching-Adaptive-Filter,7,2.941904620971386,0.82515928294457,1.0,0.72,0.37784965034962525,Ackley,2,777
Matching-Adaptive-Filter,8,0.320262239555682,0.08982866339790785,1.0,0.72,0.3827396867837808,Ackley,2,777
Matching-Adaptive-Filter,9,0.320262239555682,0.08982866339790785,1.0,0.71,0.39922669922667614,Ackley,2,777
Matching-Adaptive-Filter,10,0.320262239555682,0.08982866339790785,1.0,0.71,0.39881434355116385,Ackley,2,777
Matching-Adaptive-Filter,11,0.320262239555682,0.08982866339790785,1.0,0.69,0.41572116119172803,Ackley,2,777
Matching-Adaptive-Filter,12,0.320262239555682,0.08982866339790785,1.0,0.69,0.42174401578811294,Ackley,2,777
Matching-Adaptive-Filter,13,0.320262239555682,0.08982866339790785,1.0,0.68,0.43881696219155486,Ackley,2,777
Matching-Adaptive-Filter,14,0.320262239555682,0.08982866339790785,1.0,0.69,0.415559864149831,Ackley,2,777
Matching-Adaptive-Filter,15,0.320262239555682,0.08982866339790785,1.0,0.71,0.39314954051794493,Ackley,2,777
Matching-Adaptive-Filter,16,0.320262239555682,0.08982866339790785,1.0,0.7,0.40289029391659337,Ackley,2,777
Matching-Adaptive-Filter,17,0.320262239555682,0.08982866339790785,1.0,0.73,0.37330383901811026,Ackley,2,777
Matching-Adaptive-Filter,18,0.320262239555682,0.08982866339790785,1.0,0.72,0.3831675972980177,Ackley,2,777
Matching-Adaptive-Filter,19,0.320262239555682,0.08982866339790785,1.0,0.72,0.376722190852612,Ackley,2,777
Matching-Adaptive-Filter,20,0.320262239555682,0.08982866339790785,1.0,0.71,0.3943007285949648,Ackley,2,777
Random-Adaptive-Filter,0,3.5652566501745437,1.0,0.0,1.0,0.0,Ackley,2,777
Random-Adaptive-Filter,1,3.5652566501745437,1.0,1.0,0.93,0.099999999999975,Ackley,2,777
Random-Adaptive-Filter,2,3.089904203156476,0.8666709037637456,1.0,0.95,0.079999999999984,Ackley,2,777
Random-Adaptive-Filter,3,3.089904203156476,0.8666709037637456,1.0,0.96,0.06666666666665555,Ackley,2,777
Random-Adaptive-Filter,4,3.089904203156476,0.8666709037637456,1.0,0.96,0.05714285714284898,Ackley,2,777
Random-Adaptive-Filter,5,3.089904203156476,0.8666709037637456,0.0,1.0,0.04999999999999375,Ackley,2,777
Random-Adaptive-Filter,6,1.9686230575710977,0.5521686797708434,0.0,1.0,0.04444444444443951,Ackley,2,777
Random-Adaptive-Filter,7,1.9686230575710977,0.5521686797708434,0.0,1.0,0.039999999999996004,Ackley,2,777
Random-Adaptive-Filter,8,1.9686230575710977,0.5521686797708434,1.0,0.96,0.06026069518716107,Ackley,2,777
Random-Adaptive-Filter,9,1.9686230575710977,0.5521686797708434,1.0,0.96,0.05660018993351921,Ackley,2,777
Random-Adaptive-Filter,10,1.968088997065991,0.5520188839615906,1.0,0.96,0.06178426836321174,Ackley,2,777
Random-Adaptive-Filter,11,0.2760904891217817,0.07743916250973538,1.0,0.93,0.09548051948051411,Ackley,2,777
Random-Adaptive-Filter,12,0.2760904891217817,0.07743916250973538,1.0,0.94,0.09144390331889846,Ackley,2,777
Random-Adaptive-Filter,13,0.2760904891217817,0.07743916250973538,1.0,0.93,0.10479172530255608,Ackley,2,777
Random-Adaptive-Filter,14,0.2760904891217817,0.07743916250973538,1.0,0.94,0.08833363246137091,Ackley,2,777
Random-Adaptive-Filter,15,0.2760904891217817,0.07743916250973538,1.0,0.96,0.0549707602339155,Ackley,2,777
Random-Adaptive-Filter,16,0.2760904891217817,0.07743916250973538,1.0,0.96,0.058364319890633065,Ackley,2,777
Random-Adaptive-Filter,17,0.2760904891217817,0.07743916250973538,0.0,1.0,0.035737057973081174,Ackley,2,777
Random-Adaptive-Filter,18,0.2760904891217817,0.07743916250973538,0.0,1.0,0.0223319504569494,Ackley,2,777
Random-Adaptive-Filter,19,0.2760904891217817,0.07743916250973538,0.0,1.0,0.03856225296442536,Ackley,2,777
Random-Adaptive-Filter,20,0.2760904891217817,0.07743916250973538,0.0,1.0,0.04235010252226665,Ackley,2,777
Wrong-Adaptive-Filter,0,3.5652566501745437,1.0,0.0,1.0,0.0,Ackley,2,777
Wrong-Adaptive-Filter,1,3.5652566501745437,1.0,1.0,0.84,0.219999999999963,Ackley,2,777
Wrong-Adaptive-Filter,2,3.089904203156476,0.8666709037637456,1.0,0.86,0.1893073593073334,Ackley,2,777
Wrong-Adaptive-Filter,3,3.089904203156476,0.8666709037637456,1.0,0.79,0.28492063492060565,Ackley,2,777
Wrong-Adaptive-Filter,4,3.089904203156476,0.8666709037637456,1.0,0.79,0.28550824175821604,Ackley,2,777
Wrong-Adaptive-Filter,5,3.089904203156476,0.8666709037637456,1.0,0.81,0.2591115233972165,Ackley,2,777
Wrong-Adaptive-Filter,6,1.9686230575710977,0.5521686797708434,1.0,0.81,0.25921717171715253,Ackley,2,777
Wrong-Adaptive-Filter,7,1.9686230575710977,0.5521686797708434,1.0,0.81,0.26377622377620585,Ackley,2,777
Wrong-Adaptive-Filter,8,1.9686230575710977,0.5521686797708434,1.0,0.81,0.2549520332608406,Ackley,2,777
Wrong-Adaptive-Filter,9,1.9686230575710977,0.5521686797708434,1.0,0.79,0.28187491520823194,Ackley,2,777
Wrong-Adaptive-Filter,10,1.968088997065991,0.5520188839615906,1.0,0.81,0.2582128397917728,Ackley,2,777
Wrong-Adaptive-Filter,11,0.2760904891217817,0.07743916250973538,1.0,0.81,0.25590297937355416,Ackley,2,777
Wrong-Adaptive-Filter,12,0.2760904891217817,0.07743916250973538,1.0,0.81,0.2632234105763388,Ackley,2,777
Wrong-Adaptive-Filter,13,0.2760904891217817,0.07743916250973538,1.0,0.82,0.24097945398253862,Ackley,2,777
Wrong-Adaptive-Filter,14,0.2760904891217817,0.07743916250973538,1.0,0.8,0.2677205752922419,Ackley,2,777
Wrong-Adaptive-Filter,15,0.2760904891217817,0.07743916250973538,1.0,0.82,0.2456140350877088,Ackley,2,777
Wrong-Adaptive-Filter,16,0.2760904891217817,0.07743916250973538,1.0,0.81,0.25706561859192384,Ackley,2,777
Wrong-Adaptive-Filter,17,0.2760904891217817,0.07743916250973538,1.0,0.84,0.22546658310632578,Ackley,2,777
Wrong-Adaptive-Filter,18,0.2760904891217817,0.07743916250973538,1.0,0.83,0.23914128343475266,Ackley,2,777
Wrong-Adaptive-Filter,19,0.2760904891217817,0.07743916250973538,1.0,0.8,0.2715591473743549,Ackley,2,777
Wrong-Adaptive-Filter,20,0.2760904891217817,0.07743916250973538,1.0,0.78,0.29746127431192865,Ackley,2,777
Oracle-Fixed-Filter,0,3.5652566501745437,1.0,0.0,1.0,0.0,Ackley,2,777
Oracle-Fixed-Filter,1,3.538704772621035,0.9925526041576254,1.0,0.25,1.0,Ackley,2,777
Oracle-Fixed-Filter,2,3.538704772621035,0.9925526041576254,1.0,0.25,1.0,Ackley,2,777
Oracle-Fixed-Filter,3,3.538704772621035,0.9925526041576254,1.0,0.25,1.0,Ackley,2,777
Oracle-Fixed-Filter,4,3.266394929686712,0.9161738551211452,1.0,0.25,1.0,Ackley,2,777
Oracle-Fixed-Filter,5,3.266394929686712,0.9161738551211452,0.0,1.0,1.0,Ackley,2,777
Oracle-Fixed-Filter,6,3.266394929686712,0.9161738551211452,1.0,0.25,1.0,Ackley,2,777
Oracle-Fixed-Filter,7,2.77001300057313,0.7769463105657538,1.0,0.25,1.0,Ackley,2,777
Oracle-Fixed-Filter,8,1.7127726575222906,0.4804065529022822,1.0,0.25,1.0,Ackley,2,777
Oracle-Fixed-Filter,9,0.8940293550254492,0.2507615699929148,1.0,0.25,1.0,Ackley,2,777
Oracle-Fixed-Filter,10,0.8940293550254492,0.2507615699929148,1.0,0.25,1.0,Ackley,2,777
Oracle-Fixed-Filter,11,0.8940293550254492,0.2507615699929148,1.0,0.25,1.0,Ackley,2,777
Oracle-Fixed-Filter,12,0.8940293550254492,0.2507615699929148,1.0,0.25,1.0,Ackley,2,777
Oracle-Fixed-Filter,13,0.8940293550254492,0.2507615699929148,1.0,0.25,1.0,Ackley,2,777
Oracle-Fixed-Filter,14,0.8940293550254492,0.2507615699929148,0.0,1.0,1.0,Ackley,2,777
Oracle-Fixed-Filter,15,0.8940293550254492,0.2507615699929148,0.0,1.0,1.0,Ackley,2,777
Oracle-Fixed-Filter,16,0.8940293550254492,0.2507615699929148,0.0,1.0,1.0,Ackley,2,777
Oracle-Fixed-Filter,17,0.8940293550254492,0.2507615699929148,1.0,0.25,1.0,Ackley,2,777
Oracle-Fixed-Filter,18,0.8940293550254492,0.2507615699929148,1.0,0.25,1.0,Ackley,2,777
Oracle-Fixed-Filter,19,0.8940293550254492,0.2507615699929148,1.0,0.25,1.0,Ackley,2,777
Oracle-Fixed-Filter,20,0.8940293550254492,0.2507615699929148,1.0,0.25,1.0,Ackley,2,777
Matching-Soft-Rerank,0,3.5652566501745437,1.0,0.0,1.0,,Ackley,2,777
Matching-Soft-Rerank,1,3.538704772621035,0.9925526041576254,0.0,1.0,,Ackley,2,777
Matching-Soft-Rerank,2,3.538704772621035,0.9925526041576254,0.0,1.0,,Ackley,2,777
Matching-Soft-Rerank,3,3.538704772621035,0.9925526041576254,0.0,1.0,,Ackley,2,777
Matching-Soft-Rerank,4,3.538704772621035,0.9925526041576254,0.0,1.0,,Ackley,2,777
Matching-Soft-Rerank,5,3.538704772621035,0.9925526041576254,0.0,1.0,,Ackley,2,777
Matching-Soft-Rerank,6,3.538704772621035,0.9925526041576254,0.0,1.0,,Ackley,2,777
Matching-Soft-Rerank,7,3.521816802554135,0.9878157866648164,0.0,1.0,,Ackley,2,777
Matching-Soft-Rerank,8,3.521816802554135,0.9878157866648164,0.0,1.0,,Ackley,2,777
Matching-Soft-Rerank,9,3.521816802554135,0.9878157866648164,0.0,1.0,,Ackley,2,777
Matching-Soft-Rerank,10,2.888452136188644,0.8101666779156654,0.0,1.0,,Ackley,2,777
Matching-Soft-Rerank,11,2.254428087952658,0.6323326226296466,0.0,1.0,,Ackley,2,777
Matching-Soft-Rerank,12,2.254428087952658,0.6323326226296466,0.0,1.0,,Ackley,2,777
Matching-Soft-Rerank,13,2.254428087952658,0.6323326226296466,0.0,1.0,,Ackley,2,777
Matching-Soft-Rerank,14,1.6996260081733081,0.4767191186895618,0.0,1.0,,Ackley,2,777
Matching-Soft-Rerank,15,0.9211066703265236,0.25835634309283984,0.0,1.0,,Ackley,2,777
Matching-Soft-Rerank,16,0.9211066703265236,0.25835634309283984,0.0,1.0,,Ackley,2,777
Matching-Soft-Rerank,17,0.9211066703265236,0.25835634309283984,0.0,1.0,,Ackley,2,777
Matching-Soft-Rerank,18,0.9211066703265236,0.25835634309283984,0.0,1.0,,Ackley,2,777
Matching-Soft-Rerank,19,0.9211066703265236,0.25835634309283984,0.0,1.0,,Ackley,2,777
Matching-Soft-Rerank,20,0.9211066703265236,0.25835634309283984,0.0,1.0,,Ackley,2,777
Target-Only,0,4.673583574807875,1.0,0.0,1.0,0.0,Ackley,2,999
Target-Only,1,4.673583574807875,1.0,0.0,1.0,0.0,Ackley,2,999
Target-Only,2,4.673583574807875,1.0,0.0,1.0,0.0,Ackley,2,999
Target-Only,3,3.196499748360488,0.6839504840762137,0.0,1.0,0.0,Ackley,2,999
Target-Only,4,3.196499748360488,0.6839504840762137,0.0,1.0,0.0,Ackley,2,999
Target-Only,5,3.196499748360488,0.6839504840762137,0.0,1.0,0.0,Ackley,2,999
Target-Only,6,3.196499748360488,0.6839504840762137,0.0,1.0,0.0,Ackley,2,999
Target-Only,7,3.196499748360488,0.6839504840762137,0.0,1.0,0.0,Ackley,2,999
Target-Only,8,3.196499748360488,0.6839504840762137,0.0,1.0,0.0,Ackley,2,999
Target-Only,9,3.196499748360488,0.6839504840762137,0.0,1.0,0.0,Ackley,2,999
Target-Only,10,3.01933835238415,0.6460435133030162,0.0,1.0,0.0,Ackley,2,999
Target-Only,11,1.3893516763319735,0.29727759311313645,0.0,1.0,0.0,Ackley,2,999
Target-Only,12,1.3893516763319735,0.29727759311313645,0.0,1.0,0.0,Ackley,2,999
Target-Only,13,1.3893516763319735,0.29727759311313645,0.0,1.0,0.0,Ackley,2,999
Target-Only,14,1.3893516763319735,0.29727759311313645,0.0,1.0,0.0,Ackley,2,999
Target-Only,15,1.3893516763319735,0.29727759311313645,0.0,1.0,0.0,Ackley,2,999
Target-Only,16,1.3893516763319735,0.29727759311313645,0.0,1.0,0.0,Ackley,2,999
Target-Only,17,1.3893516763319735,0.29727759311313645,0.0,1.0,0.0,Ackley,2,999
Target-Only,18,1.3893516763319735,0.29727759311313645,0.0,1.0,0.0,Ackley,2,999
Target-Only,19,1.3893516763319735,0.29727759311313645,0.0,1.0,0.0,Ackley,2,999
Target-Only,20,1.3893516763319735,0.29727759311313645,0.0,1.0,0.0,Ackley,2,999
Matching-Fixed-Filter,0,4.673583574807875,1.0,0.0,1.0,0.0,Ackley,2,999
Matching-Fixed-Filter,1,4.673583574807875,1.0,1.0,0.25,1.0,Ackley,2,999
Matching-Fixed-Filter,2,4.673583574807875,1.0,1.0,0.25,1.0,Ackley,2,999
Matching-Fixed-Filter,3,3.5140117320812263,0.7518880695796014,1.0,0.25,1.0,Ackley,2,999
Matching-Fixed-Filter,4,3.4223683096555892,0.7322792574210633,1.0,0.25,1.0,Ackley,2,999
Matching-Fixed-Filter,5,3.4223683096555892,0.7322792574210633,1.0,0.25,1.0,Ackley,2,999
Matching-Fixed-Filter,6,3.4223683096555892,0.7322792574210633,1.0,0.25,1.0,Ackley,2,999
Matching-Fixed-Filter,7,3.4223683096555892,0.7322792574210633,1.0,0.25,1.0,Ackley,2,999
Matching-Fixed-Filter,8,3.4223683096555892,0.7322792574210633,1.0,0.25,1.0,Ackley,2,999
Matching-Fixed-Filter,9,3.0022094460778885,0.6423784656940269,1.0,0.25,1.0,Ackley,2,999
Matching-Fixed-Filter,10,1.127883109801282,0.24133153751244246,1.0,0.25,1.0,Ackley,2,999
Matching-Fixed-Filter,11,1.127883109801282,0.24133153751244246,1.0,0.25,1.0,Ackley,2,999
Matching-Fixed-Filter,12,1.127883109801282,0.24133153751244246,1.0,0.25,1.0,Ackley,2,999
Matching-Fixed-Filter,13,1.127883109801282,0.24133153751244246,1.0,0.25,1.0,Ackley,2,999
Matching-Fixed-Filter,14,1.127883109801282,0.24133153751244246,0.0,1.0,1.0,Ackley,2,999
Matching-Fixed-Filter,15,1.127883109801282,0.24133153751244246,1.0,0.25,1.0,Ackley,2,999
Matching-Fixed-Filter,16,1.127883109801282,0.24133153751244246,1.0,0.25,1.0,Ackley,2,999
Matching-Fixed-Filter,17,1.127883109801282,0.24133153751244246,1.0,0.25,1.0,Ackley,2,999
Matching-Fixed-Filter,18,1.127883109801282,0.24133153751244246,1.0,0.25,1.0,Ackley,2,999
Matching-Fixed-Filter,19,1.127883109801282,0.24133153751244246,1.0,0.25,1.0,Ackley,2,999
Matching-Fixed-Filter,20,1.127883109801282,0.24133153751244246,1.0,0.25,1.0,Ackley,2,999
Matching-Adaptive-Filter,0,4.673583574807875,1.0,0.0,1.0,0.0,Ackley,2,999
Matching-Adaptive-Filter,1,4.673583574807875,1.0,1.0,0.84,0.22214285714281995,Ackley,2,999
Matching-Adaptive-Filter,2,4.673583574807875,1.0,1.0,0.81,0.25830086580083367,Ackley,2,999
Matching-Adaptive-Filter,3,3.196499748360488,0.6839504840762137,1.0,0.78,0.3007936507936202,Ackley,2,999
Matching-Adaptive-Filter,4,3.196499748360488,0.6839504840762137,1.0,0.81,0.26387362637360234,Ackley,2,999
Matching-Adaptive-Filter,5,3.196499748360488,0.6839504840762137,1.0,0.87,0.1851886209028907,Ackley,2,999
Matching-Adaptive-Filter,6,3.196499748360488,0.6839504840762137,1.0,0.81,0.2598989898989706,Ackley,2,999
Matching-Adaptive-Filter,7,3.196499748360488,0.6839504840762137,1.0,0.79,0.28606643356641426,Ackley,2,999
Matching-Adaptive-Filter,8,3.196499748360488,0.6839504840762137,1.0,0.81,0.2622915075120792,Ackley,2,999
Matching-Adaptive-Filter,9,3.196499748360488,0.6839504840762137,0.0,1.0,0.32867996201327615,Ackley,2,999
Matching-Adaptive-Filter,10,3.01933835238415,0.6460435133030162,1.0,0.74,0.3595286292654517,Ackley,2,999
Matching-Adaptive-Filter,11,2.608959386143465,0.5582353122359035,1.0,0.77,0.30688693659280303,Ackley,2,999
Matching-Adaptive-Filter,12,1.9273141832407537,0.4123846620887662,1.0,0.79,0.29063778541718294,Ackley,2,999
Matching-Adaptive-Filter,13,1.9273141832407537,0.4123846620887662,1.0,0.82,0.25000938174311615,Ackley,2,999
Matching-Adaptive-Filter,14,1.9273141832407537,0.4123846620887662,1.0,0.82,0.24982466494781974,Ackley,2,999
Matching-Adaptive-Filter,15,1.9273141832407537,0.4123846620887662,1.0,0.84,0.21487050960734244,Ackley,2,999
Matching-Adaptive-Filter,16,1.9273141832407537,0.4123846620887662,1.0,0.85,0.20429938482569224,Ackley,2,999
Matching-Adaptive-Filter,17,1.9273141832407537,0.4123846620887662,1.0,0.87,0.17653042609563652,Ackley,2,999
Matching-Adaptive-Filter,18,0.19313912359826846,0.04132570232387633,1.0,0.87,0.18250053589726806,Ackley,2,999
Matching-Adaptive-Filter,19,0.19313912359826846,0.04132570232387633,1.0,0.88,0.16620200451721578,Ackley,2,999
Matching-Adaptive-Filter,20,0.19313912359826846,0.04132570232387633,1.0,0.85,0.20414318646671417,Ackley,2,999
Random-Adaptive-Filter,0,4.673583574807875,1.0,0.0,1.0,0.0,Ackley,2,999
Random-Adaptive-Filter,1,4.673583574807875,1.0,1.0,0.9,0.14642857142854176,Ackley,2,999
Random-Adaptive-Filter,2,4.673583574807875,1.0,1.0,0.86,0.1976948051947785,Ackley,2,999
Random-Adaptive-Filter,3,3.196499748360488,0.6839504840762137,1.0,0.79,0.28095238095235203,Ackley,2,999
Random-Adaptive-Filter,4,3.196499748360488,0.6839504840762137,1.0,0.77,0.31595695970693166,Ackley,2,999
Random-Adaptive-Filter,5,3.196499748360488,0.6839504840762137,1.0,0.77,0.30870954442380544,Ackley,2,999
Random-Adaptive-Filter,6,3.196499748360488,0.6839504840762137,1.0,0.75,0.33755050505048056,Ackley,2,999
Random-Adaptive-Filter,7,3.196499748360488,0.6839504840762137,1.0,0.75,0.3461625874125643,Ackley,2,999
Random-Adaptive-Filter,8,3.196499748360488,0.6839504840762137,0.0,1.0,0.3659800983330168,Ackley,2,999
Random-Adaptive-Filter,9,3.196499748360488,0.6839504840762137,0.0,1.0,0.39909103242434274,Ackley,2,999
Random-Adaptive-Filter,10,3.01933835238415,0.6460435133030162,1.0,0.69,0.4225925390398845,Ackley,2,999
Random-Adaptive-Filter,11,1.3893516763319735,0.29727759311313645,1.0,0.7,0.40706340718103323,Ackley,2,999
Random-Adaptive-Filter,12,1.3893516763319735,0.29727759311313645,1.0,0.7,0.40017459256427895,Ackley,2,999
Random-Adaptive-Filter,13,1.3893516763319735,0.29727759311313645,1.0,0.71,0.3971972042405295,Ackley,2,999
Random-Adaptive-Filter,14,1.3893516763319735,0.29727759311313645,1.0,0.72,0.3741254531502044,Ackley,2,999
Random-Adaptive-Filter,15,1.3893516763319735,0.29727759311313645,1.0,0.75,0.3345029239765939,Ackley,2,999
Random-Adaptive-Filter,16,1.3893516763319735,0.29727759311313645,1.0,0.76,0.3239617224880251,Ackley,2,999
Random-Adaptive-Filter,17,1.3893516763319735,0.29727759311313645,1.0,0.78,0.2934855206904782,Ackley,2,999
Random-Adaptive-Filter,18,1.3893516763319735,0.29727759311313645,1.0,0.8,0.27765301827800776,Ackley,2,999
Random-Adaptive-Filter,19,1.3893516763319735,0.29727759311313645,1.0,0.8,0.27458709768491374,Ackley,2,999
Random-Adaptive-Filter,20,1.3893516763319735,0.29727759311313645,1.0,0.8,0.2764733569301225,Ackley,2,999
Wrong-Adaptive-Filter,0,4.673583574807875,1.0,0.0,1.0,0.0,Ackley,2,999
Wrong-Adaptive-Filter,1,4.673583574807875,1.0,1.0,0.92,0.10857142857140271,Ackley,2,999
Wrong-Adaptive-Filter,2,4.673583574807875,1.0,1.0,0.95,0.079999999999984,Ackley,2,999
Wrong-Adaptive-Filter,3,3.196499748360488,0.6839504840762137,1.0,0.96,0.06666666666665555,Ackley,2,999
Wrong-Adaptive-Filter,4,3.196499748360488,0.6839504840762137,1.0,0.94,0.08919413919412858,Ackley,2,999
Wrong-Adaptive-Filter,5,3.196499748360488,0.6839504840762137,1.0,0.88,0.1646567717996145,Ackley,2,999
Wrong-Adaptive-Filter,6,3.196499748360488,0.6839504840762137,1.0,0.91,0.12217171717170708,Ackley,2,999
Wrong-Adaptive-Filter,7,3.196499748360488,0.6839504840762137,1.0,0.91,0.1302534965034869,Ackley,2,999
Wrong-Adaptive-Filter,8,3.196499748360488,0.6839504840762137,0.0,1.0,0.18659392078508513,Ackley,2,999
Wrong-Adaptive-Filter,9,3.196499748360488,0.6839504840762137,1.0,0.85,0.2046805046804924,Ackley,2,999
Wrong-Adaptive-Filter,10,3.01933835238415,0.6460435133030162,1.0,0.82,0.24890832851357783,Ackley,2,999
Wrong-Adaptive-Filter,11,2.1680051746958253,0.46388496963701964,1.0,0.77,0.30686019862488856,Ackley,2,999
Wrong-Adaptive-Filter,12,2.1680051746958253,0.46388496963701964,1.0,0.76,0.3297420634920473,Ackley,2,999
Wrong-Adaptive-Filter,13,2.1680051746958253,0.46388496963701964,1.0,0.73,0.367890984144837,Ackley,2,999
Wrong-Adaptive-Filter,14,2.1680051746958253,0.46388496963701964,1.0,0.72,0.37387852870419525,Ackley,2,999
Wrong-Adaptive-Filter,15,2.1680051746958253,0.46388496963701964,1.0,0.71,0.3944862155388304,Ackley,2,999
Wrong-Adaptive-Filter,16,2.1680051746958253,0.46388496963701964,1.0,0.7,0.4022279562542557,Ackley,2,999
Wrong-Adaptive-Filter,17,2.1680051746958253,0.46388496963701964,1.0,0.69,0.416250954014913,Ackley,2,999
Wrong-Adaptive-Filter,18,2.1680051746958253,0.46388496963701964,1.0,0.72,0.3765678916493992,Ackley,2,999
Wrong-Adaptive-Filter,19,2.1680051746958253,0.46388496963701964,1.0,0.72,0.37509175607000333,Ackley,2,999
Wrong-Adaptive-Filter,20,0.23447619236595374,0.050170535866707444,1.0,0.72,0.3835857672125342,Ackley,2,999
Oracle-Fixed-Filter,0,4.673583574807875,1.0,0.0,1.0,0.0,Ackley,2,999
