problem,dim,seed,scenario,policy,step,best_y,normalized_regret,mode,selected_target_rank,selected_region_index,excess_improvement_residual,global_compatibility_trust,trusted_regions,rejected_regions,uncertain_regions
GMM,2,42,matching,fixed,7,-0.7541882662548924,0.2818014376216534,fixed,0,3.0,-0.2576100407521165,0.2887112887112737,1,0,8
GMM,2,42,matching,fixed,8,-0.7541882662548924,0.2818014376216534,fixed,1,4.0,-0.2911972439178179,0.3196797052154038,2,0,7
GMM,2,42,matching,global_adaptive,1,-0.12722582054929782,1.0,global,2,7.0,-0.2433612427748649,0.3561224489795638,0,0,9
GMM,2,42,matching,global_adaptive,2,-0.12722582054929782,1.0,global,0,3.0,-0.0922013866078015,0.3555555555555299,0,0,9
GMM,2,42,matching,global_adaptive,3,-0.18000641878067927,0.9395387235218113,global,0,2.0,0.7801109291493193,0.39119047619045033,0,0,9
GMM,2,42,matching,global_adaptive,4,-0.6436679259402962,0.4084047933269189,global,0,7.0,8.933273434440745,0.37606951871655425,3,0,6
GMM,2,42,matching,global_adaptive,5,-0.6982337490730806,0.34589850447758796,global,0,3.0,0.5144132322650352,0.3922665811554473,2,0,7
GMM,2,42,matching,global_adaptive,6,-0.6982337490730806,0.34589850447758796,global,0,0.0,-0.21644318158907525,0.4198669751301103,2,0,7
GMM,2,42,matching,global_adaptive,7,-0.7859877680062635,0.24537444490683502,global,0,7.0,0.8291685798694205,0.4193056943056728,2,0,7
GMM,2,42,matching,global_adaptive,8,-0.7859877680062635,0.24537444490683502,global,0,7.0,-0.2801061909634163,0.43338907785334246,3,0,6
GMM,2,42,matching,posterior,1,-0.12722582054929782,1.0,target,0,,-0.24471466935372932,0.3561224489795638,0,0,9
GMM,2,42,matching,posterior,2,-0.12722582054929782,1.0,target,0,,-0.09171230808990662,0.3722222222221955,0,0,9
GMM,2,42,matching,posterior,3,-0.12722582054929782,1.0,target,0,,-0.0768581933731168,0.40309523809521147,0,0,9
GMM,2,42,matching,posterior,4,-0.12722582054929782,1.0,target,0,,-0.08071413199050939,0.42790775401066883,0,0,9
GMM,2,42,matching,posterior,5,-0.2308536016566932,0.8812922146715984,target,0,,1.733509399917718,0.4317620650953735,0,0,9
GMM,2,42,matching,posterior,6,-0.2308536016566932,0.8812922146715984,target,0,,-0.05678084597376478,0.45313765182183774,0,0,9
GMM,2,42,matching,posterior,7,-0.2308536016566932,0.8812922146715984,target,0,,-0.0659379260927848,0.4691308691308451,0,0,9
GMM,2,42,matching,posterior,8,-0.28515723943548626,0.8190862646154488,target,0,,0.8469010626432607,0.4783390022675505,0,0,9
GMM,2,42,matching,arise,1,-0.12722582054929782,1.0,probe,2,7.0,-0.2433612427748649,0.3561224489795638,0,0,9
GMM,2,42,matching,arise,2,-0.12722582054929782,1.0,target,0,,-0.0922013866078015,0.3555555555555299,0,0,9
GMM,2,42,matching,arise,3,-0.18000641878067927,0.9395387235218113,target,0,,0.7801109291493193,0.39119047619045033,0,0,9
GMM,2,42,matching,arise,4,-0.27333163645230685,0.8326327395597626,probe,1,2.0,1.598084460990984,0.37606951871655425,0,0,9
GMM,2,42,matching,arise,5,-0.27333163645230685,0.8326327395597626,target,0,,-0.08233057257178089,0.3922665811554473,0,0,9
GMM,2,42,matching,arise,6,-0.27333163645230685,0.8326327395597626,target,0,,-0.00841087852851738,0.42249855407747855,0,0,9
GMM,2,42,matching,arise,7,-0.35325922967985324,0.7410740139238406,probe,0,0.0,1.2158051769051423,0.42586163836161656,0,0,9
