problem,dim,seed,method,selected_y,raw_regret,normalized_regret,true_rank,acquisition_rank,hit_top05,hit_top10,filter_active,retained_count,retained_fraction,target_top1_retained,compatibility_trust,compatibility_raw_evidence,compatibility_spearman,compatibility_elite_enrichment,source_regions
Lunacek,2,8888,Matching-Soft-Rerank,16.70192848297645,14.01859484290701,0.41127421391327146,23,2,0.0,0.0,0.0,100,1.0,1.0,,,,,6
Ackley,2,42,Target-Only,7.425164753274165,1.9603940817673706,0.5234378224740366,27,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Ackley,2,42,Matching-Fixed-Filter,7.425164753274165,1.9603940817673706,0.5234378224740366,27,0,0.0,0.0,1.0,25,0.25,1.0,1.0,0.5821428571428572,0.7142857142857143,0.45,6
Ackley,2,42,Matching-Adaptive-Filter,7.425164753274165,1.9603940817673706,0.5234378224740366,27,0,0.0,0.0,1.0,84,0.84,1.0,0.21642857142853478,0.5821428571428572,0.7142857142857143,0.45,6
Ackley,2,42,Random-Adaptive-Filter,7.425164753274165,1.9603940817673706,0.5234378224740366,27,0,0.0,0.0,0.0,100,1.0,1.0,0.10857142857140271,0.042857142857142864,0.08571428571428573,-0.29999999999999993,6
Ackley,2,42,Wrong-Adaptive-Filter,7.425164753274165,1.9603940817673706,0.5234378224740366,27,0,0.0,0.0,1.0,85,0.85,1.0,0.21071428571424966,0.5535714285714286,0.6571428571428573,0.45000000000000007,5
Ackley,2,42,Oracle-Fixed-Filter,7.425164753274165,1.9603940817673706,0.5234378224740366,27,0,0.0,0.0,1.0,25,0.25,1.0,1.0,0.5821428571428572,0.7142857142857143,0.45,1
Ackley,2,42,Matching-Soft-Rerank,6.2137282583120665,0.7489575868052718,0.19997649044590468,10,4,0.0,0.0,0.0,100,1.0,1.0,,,,,6
Ackley,2,101,Target-Only,10.703326034290521,5.042272811992978,1.086414372968216,97,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Ackley,2,101,Matching-Fixed-Filter,7.654282320066425,1.9932290977688822,0.429463621104363,47,22,0.0,0.0,1.0,25,0.25,0.0,1.0,0.5642857142857143,0.8285714285714287,0.29999999999999993,6
Ackley,2,101,Matching-Adaptive-Filter,10.703326034290521,5.042272811992978,1.086414372968216,97,0,0.0,0.0,1.0,85,0.85,1.0,0.21285714285710655,0.5642857142857143,0.8285714285714287,0.29999999999999993,6
Ackley,2,101,Random-Adaptive-Filter,10.703326034290521,5.042272811992978,1.086414372968216,97,0,0.0,0.0,1.0,84,0.84,1.0,0.219999999999963,0.6,0.6,0.6,6
Ackley,2,101,Wrong-Adaptive-Filter,9.262482622114003,3.6014293998164604,0.7759684588832095,72,3,0.0,0.0,1.0,88,0.88,0.0,0.16142857142854028,0.3071428571428571,0.3142857142857143,0.29999999999999993,6
Ackley,2,101,Oracle-Fixed-Filter,6.58809712851054,0.9270439062129974,0.19974203333205165,27,25,0.0,0.0,1.0,25,0.25,0.0,1.0,0.8,1.0,0.6,1
Ackley,2,101,Matching-Soft-Rerank,6.58809712851054,0.9270439062129974,0.19974203333205165,27,25,0.0,0.0,0.0,100,1.0,1.0,,,,,6
Ackley,2,2026,Target-Only,12.85703467516125,9.949261008544989,1.1284995444207049,95,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Ackley,2,2026,Matching-Fixed-Filter,5.696646631650125,2.7888729650338635,0.31632920955485094,21,16,0.0,0.0,1.0,25,0.25,0.0,1.0,0.6678571428571429,0.8857142857142858,0.45,6
Ackley,2,2026,Matching-Adaptive-Filter,9.4910161105324,6.583242443916138,0.7467073275482273,67,3,0.0,0.0,1.0,83,0.83,0.0,0.23357142857139024,0.6678571428571429,0.8857142857142858,0.45,6
Ackley,2,2026,Random-Adaptive-Filter,12.85703467516125,9.949261008544989,1.1284995444207049,95,0,0.0,0.0,1.0,90,0.9,1.0,0.1349999999999715,0.17500000000000004,0.2,0.15000000000000008,6
Ackley,2,2026,Wrong-Adaptive-Filter,12.85703467516125,9.949261008544989,1.1284995444207049,95,0,0.0,0.0,1.0,86,0.86,1.0,0.19714285714282243,0.48571428571428577,0.3714285714285715,0.6,6
Ackley,2,2026,Oracle-Fixed-Filter,5.884300353921507,2.976526687305245,0.337613920038396,24,38,0.0,0.0,1.0,25,0.25,0.0,1.0,0.7428571428571429,0.8857142857142858,0.6,1
Ackley,2,2026,Matching-Soft-Rerank,5.696646631650125,2.7888729650338635,0.31632920955485094,21,16,0.0,0.0,0.0,100,1.0,1.0,,,,,6
Ackley,2,777,Target-Only,7.921385054973799,5.971457775029533,0.6301296879848006,51,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Ackley,2,777,Matching-Fixed-Filter,3.779782679608204,1.8298553996639377,0.19309291892997385,17,1,0.0,0.0,1.0,25,0.25,0.0,1.0,0.7714285714285715,0.942857142857143,0.6,6
Ackley,2,777,Matching-Adaptive-Filter,7.921385054973799,5.971457775029533,0.6301296879848006,51,0,0.0,0.0,1.0,81,0.81,1.0,0.25428571428567387,0.7714285714285715,0.942857142857143,0.6,6
Ackley,2,777,Random-Adaptive-Filter,7.921385054973799,5.971457775029533,0.6301296879848006,51,0,0.0,0.0,1.0,93,0.93,1.0,0.099999999999975,0.0,-0.2571428571428572,-0.29999999999999993,6
Ackley,2,777,Wrong-Adaptive-Filter,7.921385054973799,5.971457775029533,0.6301296879848006,51,0,0.0,0.0,1.0,84,0.84,1.0,0.219999999999963,0.6,0.6,0.6,6
Ackley,2,777,Oracle-Fixed-Filter,3.779782679608204,1.8298553996639377,0.19309291892997385,17,1,0.0,0.0,1.0,25,0.25,0.0,1.0,0.7714285714285715,0.942857142857143,0.6,1
Ackley,2,777,Matching-Soft-Rerank,3.568965059815391,1.6190377798711246,0.17084668593520289,12,4,0.0,0.0,0.0,100,1.0,1.0,,,,,6
Ackley,2,999,Target-Only,5.86831480044599,3.2347719088445284,0.6561770504253935,55,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Ackley,2,999,Matching-Fixed-Filter,5.86831480044599,3.2347719088445284,0.6561770504253935,55,0,0.0,0.0,1.0,25,0.25,1.0,1.0,0.6107142857142858,0.7714285714285715,0.45000000000000007,6
Ackley,2,999,Matching-Adaptive-Filter,5.86831480044599,3.2347719088445284,0.6561770504253935,55,0,0.0,0.0,1.0,84,0.84,1.0,0.22214285714281995,0.6107142857142858,0.7714285714285715,0.45000000000000007,6
Ackley,2,999,Random-Adaptive-Filter,5.86831480044599,3.2347719088445284,0.6561770504253935,55,0,0.0,0.0,1.0,90,0.9,1.0,0.14642857142854176,0.2321428571428571,0.3142857142857143,0.1499999999999999,6
Ackley,2,999,Wrong-Adaptive-Filter,5.86831480044599,3.2347719088445284,0.6561770504253935,55,0,0.0,0.0,1.0,92,0.92,1.0,0.10857142857140271,0.042857142857142864,0.08571428571428573,0.0,6
Ackley,2,999,Oracle-Fixed-Filter,4.503928243747268,1.870385352145806,0.37940973215891854,34,13,0.0,0.0,1.0,25,0.25,0.0,1.0,0.6107142857142858,0.7714285714285715,0.45,1
Ackley,2,999,Matching-Soft-Rerank,5.86831480044599,3.2347719088445284,0.6561770504253935,55,0,0.0,0.0,0.0,100,1.0,1.0,,,,,6
Ackley,2,1234,Target-Only,9.673501912305834,2.2179531293024723,0.6505654484536485,35,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Ackley,2,1234,Matching-Fixed-Filter,9.431755953175909,1.9762071701725468,0.5796570211134017,28,3,0.0,0.0,1.0,25,0.25,0.0,1.0,0.44999999999999996,0.6,0.29999999999999993,6
Ackley,2,1234,Matching-Adaptive-Filter,9.673501912305834,2.2179531293024723,0.6505654484536485,35,0,0.0,0.0,1.0,86,0.86,1.0,0.18999999999996597,0.44999999999999996,0.6,0.29999999999999993,6
Ackley,2,1234,Random-Adaptive-Filter,9.673501912305834,2.2179531293024723,0.6505654484536485,35,0,0.0,0.0,0.0,100,1.0,1.0,0.1385714285713997,0.19285714285714287,0.08571428571428573,0.3,6
Ackley,2,1234,Wrong-Adaptive-Filter,9.673501912305834,2.2179531293024723,0.6505654484536485,35,0,0.0,0.0,1.0,87,0.87,1.0,0.18214285714282394,0.41071428571428575,0.3714285714285715,0.45,6
Ackley,2,1234,Oracle-Fixed-Filter,9.673501912305834,2.2179531293024723,0.6505654484536485,35,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
Ackley,2,1234,Matching-Soft-Rerank,9.431755953175909,1.9762071701725468,0.5796570211134017,28,3,0.0,0.0,0.0,100,1.0,1.0,,,,,6
Ackley,2,5678,Target-Only,4.562137002637272,1.9275239843557475,0.22279828748373887,22,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Ackley,2,5678,Matching-Fixed-Filter,4.562137002637272,1.9275239843557475,0.22279828748373887,22,0,0.0,0.0,1.0,25,0.25,1.0,1.0,0.7714285714285716,0.942857142857143,0.6000000000000001,5
Ackley,2,5678,Matching-Adaptive-Filter,4.562137002637272,1.9275239843557475,0.22279828748373887,22,0,0.0,0.0,1.0,81,0.81,1.0,0.2542857142856739,0.7714285714285716,0.942857142857143,0.6000000000000001,5
Ackley,2,5678,Random-Adaptive-Filter,4.562137002637272,1.9275239843557475,0.22279828748373887,22,0,0.0,0.0,1.0,82,0.82,1.0,0.24857142857138873,0.7428571428571429,0.8857142857142858,0.6000000000000001,5
Ackley,2,5678,Wrong-Adaptive-Filter,4.562137002637272,1.9275239843557475,0.22279828748373887,22,0,0.0,0.0,1.0,81,0.81,1.0,0.2542857142856739,0.7714285714285716,0.942857142857143,0.6000000000000001,5
Ackley,2,5678,Oracle-Fixed-Filter,4.562137002637272,1.9275239843557475,0.22279828748373887,22,0,0.0,0.0,1.0,25,0.25,1.0,1.0,0.7714285714285716,0.942857142857143,0.6000000000000001,1
Ackley,2,5678,Matching-Soft-Rerank,4.562137002637272,1.9275239843557475,0.22279828748373887,22,0,0.0,0.0,0.0,100,1.0,1.0,,,,,5
Ackley,2,8888,Target-Only,7.12512434092538,1.548872364785547,0.27328265550300235,21,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Ackley,2,8888,Matching-Fixed-Filter,7.089633910577939,1.5133819344381063,0.26702073278373695,20,1,0.0,0.0,1.0,25,0.25,0.0,1.0,0.6964285714285715,0.942857142857143,0.45,5
Ackley,2,8888,Matching-Adaptive-Filter,7.12512434092538,1.548872364785547,0.27328265550300235,21,0,0.0,0.0,1.0,83,0.83,1.0,0.23928571428567538,0.6964285714285715,0.942857142857143,0.45,5
Ackley,2,8888,Random-Adaptive-Filter,11.326033339683597,5.7497813635437645,1.0144899962809228,92,3,0.0,0.0,1.0,88,0.88,0.0,0.16142857142854028,0.3071428571428571,0.3142857142857143,0.29999999999999993,5
Ackley,2,8888,Wrong-Adaptive-Filter,7.12512434092538,1.548872364785547,0.27328265550300235,21,0,0.0,0.0,1.0,81,0.81,1.0,0.25999999999995904,0.8,1.0,0.6000000000000001,5
Ackley,2,8888,Oracle-Fixed-Filter,7.089633910577939,1.5133819344381063,0.26702073278373695,20,1,0.0,0.0,1.0,25,0.25,0.0,1.0,0.8,1.0,0.6000000000000001,1
Ackley,2,8888,Matching-Soft-Rerank,7.089633910577939,1.5133819344381063,0.26702073278373695,20,1,0.0,0.0,0.0,100,1.0,1.0,,,,,5
GMM,5,42,Target-Only,-8.829933608765126e-18,0.024501588672982206,1.000000000000551,97,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
GMM,5,42,Matching-Fixed-Filter,-0.00011582072005627482,0.024385767952925942,0.9952729301928678,15,2,0.0,0.0,1.0,25,0.25,0.0,1.0,0.0,-0.32867132867132864,-0.27272727272727265,9
GMM,5,42,Matching-Adaptive-Filter,-8.829933608765126e-18,0.024501588672982206,1.000000000000551,97,0,0.0,0.0,0.0,100,1.0,1.0,0.039999999999996004,0.0,-0.32867132867132864,-0.27272727272727265,9
GMM,5,42,Random-Adaptive-Filter,-8.829933608765126e-18,0.024501588672982206,1.000000000000551,97,0,0.0,0.0,1.0,95,0.95,1.0,0.07146853146852551,0.06293706293706294,0.1258741258741259,-5.551115123125783e-17,9
GMM,5,42,Wrong-Adaptive-Filter,-8.829933608765126e-18,0.024501588672982206,1.000000000000551,97,0,0.0,0.0,1.0,83,0.83,1.0,0.2386451048950885,0.3972902097902098,0.41958041958041964,0.375,9
GMM,5,42,Oracle-Fixed-Filter,-8.829933608765126e-18,0.024501588672982206,1.000000000000551,97,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
GMM,5,42,Matching-Soft-Rerank,-0.0055357513452228835,0.018965837327759333,0.7740656159444603,1,80,1.0,1.0,0.0,100,1.0,1.0,,,,,9
GMM,5,101,Target-Only,-6.563572744596173e-07,0.09387431241145737,0.9999930082863577,45,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
GMM,5,101,Matching-Fixed-Filter,-6.563572744596173e-07,0.09387431241145737,0.9999930082863577,45,0,0.0,0.0,1.0,25,0.25,1.0,1.0,0.3972902097902098,0.41958041958041964,0.375,9
GMM,5,101,Matching-Adaptive-Filter,-6.563572744596173e-07,0.09387431241145737,0.9999930082863577,45,0,0.0,0.0,1.0,83,0.83,1.0,0.2386451048950885,0.3972902097902098,0.41958041958041964,0.375,9
GMM,5,101,Random-Adaptive-Filter,-6.563572744596173e-07,0.09387431241145737,0.9999930082863577,45,0,0.0,0.0,1.0,90,0.9,1.0,0.13506118881117885,0.19012237762237755,0.20979020979020982,0.1704545454545453,9
GMM,5,101,Wrong-Adaptive-Filter,-6.563572744596173e-07,0.09387431241145737,0.9999930082863577,45,0,0.0,0.0,1.0,89,0.89,1.0,0.1569143356643244,0.23382867132867136,0.43356643356643365,0.03409090909090906,9
GMM,5,101,Oracle-Fixed-Filter,-6.563572744596173e-07,0.09387431241145737,0.9999930082863577,45,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
GMM,5,101,Matching-Soft-Rerank,-6.563572744596173e-07,0.09387431241145737,0.9999930082863577,45,0,0.0,0.0,0.0,100,1.0,1.0,,,,,9
GMM,5,2026,Target-Only,-4.620231634750691e-06,0.1482491021026917,0.9999689431956664,68,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
GMM,5,2026,Matching-Fixed-Filter,-0.0012580102831598252,0.14699571205116663,0.9915145842318779,27,2,0.0,0.0,1.0,25,0.25,0.0,1.0,0.6057692307692307,0.7342657342657343,0.4772727272727272,9
GMM,5,2026,Matching-Adaptive-Filter,-1.4725144757781935e-06,0.1482522498198507,0.9999901751583313,76,1,0.0,0.0,1.0,75,0.75,0.0,0.3428846153845925,0.6057692307692307,0.7342657342657343,0.4772727272727272,9
GMM,5,2026,Random-Adaptive-Filter,-4.620231634750691e-06,0.1482491021026917,0.9999689431956664,68,0,0.0,0.0,1.0,87,0.87,1.0,0.1796416083915957,0.2792832167832168,0.2517482517482518,0.3068181818181819,9
GMM,5,2026,Wrong-Adaptive-Filter,-4.620231634750691e-06,0.1482491021026917,0.9999689431956664,68,0,0.0,0.0,1.0,79,0.79,1.0,0.2915297202797006,0.5030594405594406,0.6993006993006995,0.3068181818181819,9
GMM,5,2026,Oracle-Fixed-Filter,-0.0012580102831598252,0.14699571205116663,0.9915145842318779,27,2,0.0,0.0,1.0,25,0.25,0.0,1.0,0.024475524475524476,0.04895104895104895,-0.1363636363636363,1
GMM,5,2026,Matching-Soft-Rerank,-0.0012580102831598252,0.14699571205116663,0.9915145842318779,27,2,0.0,0.0,0.0,100,1.0,1.0,,,,,9
GMM,5,777,Target-Only,-6.448361043581524e-06,0.07628017963891591,0.9999154855680491,50,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
GMM,5,777,Matching-Fixed-Filter,-0.030576913873521787,0.0457097141264377,0.5991838405765353,3,3,1.0,1.0,1.0,25,0.25,0.0,1.0,0.2438811188811189,0.41958041958041964,0.06818181818181818,9
GMM,5,777,Matching-Adaptive-Filter,-6.448361043581524e-06,0.07628017963891591,0.9999154855680491,50,0,0.0,0.0,1.0,88,0.88,1.0,0.16194055944054786,0.2438811188811189,0.41958041958041964,0.06818181818181818,9
GMM,5,777,Random-Adaptive-Filter,-6.448361043581524e-06,0.07628017963891591,0.9999154855680491,50,0,0.0,0.0,1.0,82,0.82,1.0,0.24804195804194112,0.4160839160839162,0.5594405594405596,0.2727272727272728,9
GMM,5,777,Wrong-Adaptive-Filter,-6.448361043581524e-06,0.07628017963891591,0.9999154855680491,50,0,0.0,0.0,1.0,94,0.94,1.0,0.08020979020978371,0.08041958041958043,0.16083916083916086,-0.03409090909090906,9
GMM,5,777,Oracle-Fixed-Filter,-6.448361043581524e-06,0.07628017963891591,0.9999154855680491,50,0,0.0,0.0,1.0,25,0.25,1.0,1.0,0.06643356643356645,0.1328671328671329,-0.20454545454545447,1
GMM,5,777,Matching-Soft-Rerank,-0.030576913873521787,0.0457097141264377,0.5991838405765353,3,3,1.0,1.0,0.0,100,1.0,1.0,,,,,9
GMM,5,999,Target-Only,-4.751768362477977e-05,0.14699362391886941,0.9996768409565595,26,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
GMM,5,999,Matching-Fixed-Filter,-0.0015779233858553366,0.14546321821663888,0.9892688307517622,8,1,0.0,1.0,1.0,25,0.25,0.0,1.0,0.6302447552447553,0.7832167832167832,0.47727272727272735,9
GMM,5,999,Matching-Adaptive-Filter,-4.751768362477977e-05,0.14699362391886941,0.9996768409565595,26,0,0.0,0.0,1.0,74,0.74,1.0,0.355122377622354,0.6302447552447553,0.7832167832167832,0.47727272727272735,9
GMM,5,999,Random-Adaptive-Filter,-4.751768362477977e-05,0.14699362391886941,0.9996768409565595,26,0,0.0,0.0,1.0,84,0.84,1.0,0.21832167832166324,0.3566433566433567,0.44055944055944063,0.2727272727272728,9
GMM,5,999,Wrong-Adaptive-Filter,-4.751768362477977e-05,0.14699362391886941,0.9996768409565595,26,0,0.0,0.0,1.0,80,0.8,1.0,0.2751398601398415,0.4702797202797203,0.5314685314685316,0.40909090909090906,9
GMM,5,999,Oracle-Fixed-Filter,-4.751768362477977e-05,0.14699362391886941,0.9996768409565595,26,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
GMM,5,999,Matching-Soft-Rerank,-0.013765381692273109,0.1332757599102211,0.9063841484489842,3,46,1.0,1.0,0.0,100,1.0,1.0,,,,,9
GMM,5,1234,Target-Only,-0.00016280763789447729,0.2440343201551723,0.9993332943621553,22,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
GMM,5,1234,Matching-Fixed-Filter,-0.0005481447861406805,0.24364898300692608,0.9977553186022207,18,2,0.0,0.0,1.0,25,0.25,0.0,1.0,0.38243006993007,0.5944055944055945,0.17045454545454547,9
GMM,5,1234,Matching-Adaptive-Filter,-0.00016280763789447729,0.2440343201551723,0.9993332943621553,22,0,0.0,0.0,1.0,83,0.83,1.0,0.23121503496501908,0.38243006993007,0.5944055944055945,0.17045454545454547,9
GMM,5,1234,Random-Adaptive-Filter,-0.00016280763789447729,0.2440343201551723,0.9993332943621553,22,0,0.0,0.0,1.0,91,0.91,1.0,0.12129370629369723,0.1625874125874126,0.18881118881118883,0.1363636363636364,9
GMM,5,1234,Wrong-Adaptive-Filter,-0.00016280763789447729,0.2440343201551723,0.9993332943621553,22,0,0.0,0.0,1.0,87,0.87,1.0,0.18619755244753933,0.2923951048951049,0.4825174825174825,0.10227272727272724,9
GMM,5,1234,Oracle-Fixed-Filter,-0.00016280763789447729,0.2440343201551723,0.9993332943621553,22,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
GMM,5,1234,Matching-Soft-Rerank,-0.011461979916448336,0.23273514787661842,0.9530625933824208,5,85,0.0,1.0,0.0,100,1.0,1.0,,,,,9
GMM,5,5678,Target-Only,-0.0025987187168027364,0.03603676320604189,0.9327375109750758,6,0,0.0,1.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
GMM,5,5678,Matching-Fixed-Filter,-0.0025987187168027364,0.03603676320604189,0.9327375109750758,6,0,0.0,1.0,1.0,25,0.25,1.0,1.0,0.5581293706293706,0.7412587412587414,0.375,9
GMM,5,5678,Matching-Adaptive-Filter,-0.0025987187168027364,0.03603676320604189,0.9327375109750758,6,0,0.0,1.0,1.0,77,0.77,1.0,0.31906468531466387,0.5581293706293706,0.7412587412587414,0.375,9
GMM,5,5678,Random-Adaptive-Filter,-0.0025987187168027364,0.03603676320604189,0.9327375109750758,6,0,0.0,1.0,1.0,81,0.81,1.0,0.2650874125873946,0.45017482517482527,0.5594405594405596,0.34090909090909094,9
GMM,5,5678,Wrong-Adaptive-Filter,-0.0025987187168027364,0.03603676320604189,0.9327375109750758,6,0,0.0,1.0,1.0,78,0.78,1.0,0.30333041958039914,0.5266608391608392,0.6783216783216784,0.375,9
GMM,5,5678,Oracle-Fixed-Filter,-0.0025987187168027364,0.03603676320604189,0.9327375109750758,6,0,0.0,1.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
GMM,5,5678,Matching-Soft-Rerank,-5.655324137989706e-08,0.038635425369603245,0.9999985372899737,69,2,0.0,0.0,0.0,100,1.0,1.0,,,,,9
GMM,5,8888,Target-Only,-2.9298528565420423e-07,0.14713841309319173,0.9999981221428733,81,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
GMM,5,8888,Matching-Fixed-Filter,-0.00048606513852688277,0.14665264093995048,0.9966966644825757,37,1,0.0,0.0,1.0,25,0.25,0.0,1.0,0.5196678321678322,0.6643356643356644,0.375,9
GMM,5,8888,Matching-Adaptive-Filter,-2.9298528565420423e-07,0.14713841309319173,0.9999981221428733,81,0,0.0,0.0,1.0,78,0.78,1.0,0.29983391608389587,0.5196678321678322,0.6643356643356644,0.375,9
GMM,5,8888,Random-Adaptive-Filter,-2.9298528565420423e-07,0.14713841309319173,0.9999981221428733,81,0,0.0,0.0,1.0,94,0.94,1.0,0.09244755244754518,0.10489510489510491,0.20979020979020982,-0.03409090909090906,9
GMM,5,8888,Wrong-Adaptive-Filter,-0.00048606513852688277,0.14665264093995048,0.9966966644825757,37,1,0.0,0.0,1.0,78,0.78,0.0,0.2980856643356442,0.5161713286713286,0.6573426573426573,0.375,9
GMM,5,8888,Oracle-Fixed-Filter,-0.00048606513852688277,0.14665264093995048,0.9966966644825757,37,1,0.0,0.0,1.0,25,0.25,0.0,1.0,0.28889860139860146,0.4755244755244756,0.10227272727272735,1
GMM,5,8888,Matching-Soft-Rerank,-0.00014022910239268915,0.14699847697608467,0.9990470730498102,46,74,0.0,0.0,0.0,100,1.0,1.0,,,,,9
Rastrigin,5,42,Target-Only,72.39471670576131,42.120084711914636,0.5647924590925305,46,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Rastrigin,5,42,Matching-Fixed-Filter,43.0120756353434,12.737443641496725,0.17079766496287366,9,5,0.0,1.0,1.0,25,0.25,0.0,1.0,0.5882867132867133,0.6993006993006995,0.4772727272727272,6
Rastrigin,5,42,Matching-Adaptive-Filter,72.39471670576131,42.120084711914636,0.5647924590925305,46,0,0.0,0.0,1.0,75,0.75,1.0,0.3341433566433343,0.5882867132867133,0.6993006993006995,0.4772727272727272,6
Rastrigin,5,42,Random-Adaptive-Filter,72.39471670576131,42.120084711914636,0.5647924590925305,46,0,0.0,0.0,1.0,90,0.9,1.0,0.14489510489509438,0.20979020979020985,0.41958041958041964,5.551115123125783e-17,6
Rastrigin,5,42,Wrong-Adaptive-Filter,72.39471670576131,42.120084711914636,0.5647924590925305,46,0,0.0,0.0,1.0,88,0.88,1.0,0.16368881118879947,0.24737762237762237,0.4265734265734266,0.06818181818181812,6
Rastrigin,5,42,Oracle-Fixed-Filter,72.39471670576131,42.120084711914636,0.5647924590925305,46,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
Rastrigin,5,42,Matching-Soft-Rerank,102.32572326728243,72.05109127343576,0.966140341334901,85,6,0.0,0.0,0.0,100,1.0,1.0,,,,,6
Rastrigin,5,101,Target-Only,79.01043187256161,40.29549913408292,0.5789427992923006,41,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Rastrigin,5,101,Matching-Fixed-Filter,98.2470905847176,59.5321578462389,0.8553241640394698,76,10,0.0,0.0,1.0,25,0.25,0.0,1.0,0.23470279720279724,0.23076923076923078,0.2386363636363637,6
Rastrigin,5,101,Matching-Adaptive-Filter,89.55690049092335,50.84196775244466,0.7304684583800749,60,1,0.0,0.0,1.0,89,0.89,0.0,0.1573513986013873,0.23470279720279724,0.23076923076923078,0.2386363636363637,6
Rastrigin,5,101,Random-Adaptive-Filter,79.01043187256161,40.29549913408292,0.5789427992923006,41,0,0.0,0.0,1.0,94,0.94,1.0,0.08020979020978371,0.08041958041958043,0.16083916083916086,-0.1363636363636363,6
Rastrigin,5,101,Wrong-Adaptive-Filter,79.01043187256161,40.29549913408292,0.5789427992923006,41,0,0.0,0.0,1.0,92,0.92,1.0,0.11845279720278831,0.15690559440559443,0.2797202797202798,0.03409090909090906,6
Rastrigin,5,101,Oracle-Fixed-Filter,79.01043187256161,40.29549913408292,0.5789427992923006,41,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
Rastrigin,5,101,Matching-Soft-Rerank,85.94485605056495,47.22992331208626,0.6785726594842492,50,12,0.0,0.0,0.0,100,1.0,1.0,,,,,6
Rastrigin,5,2026,Target-Only,96.21670612360802,61.384711648822304,0.7923881955404254,76,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Rastrigin,5,2026,Matching-Fixed-Filter,96.21670612360802,61.384711648822304,0.7923881955404254,76,0,0.0,0.0,1.0,25,0.25,1.0,1.0,0.04458041958041955,0.02097902097902098,0.06818181818181812,6
Rastrigin,5,2026,Matching-Adaptive-Filter,96.21670612360802,61.384711648822304,0.7923881955404254,76,0,0.0,0.0,1.0,96,0.96,1.0,0.06229020979020439,0.04458041958041955,0.02097902097902098,0.06818181818181812,6
Rastrigin,5,2026,Random-Adaptive-Filter,96.21670612360802,61.384711648822304,0.7923881955404254,76,0,0.0,0.0,0.0,100,1.0,1.0,0.039999999999996004,0.0,-0.2867132867132868,0.0,6
Rastrigin,5,2026,Wrong-Adaptive-Filter,96.21670612360802,61.384711648822304,0.7923881955404254,76,0,0.0,0.0,1.0,96,0.96,1.0,0.05398601398600912,0.027972027972027972,0.055944055944055944,0.0,6
Rastrigin,5,2026,Oracle-Fixed-Filter,96.21670612360802,61.384711648822304,0.7923881955404254,76,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
Rastrigin,5,2026,Matching-Soft-Rerank,96.21670612360802,61.384711648822304,0.7923881955404254,76,0,0.0,0.0,0.0,100,1.0,1.0,,,,,6
Rastrigin,5,777,Target-Only,69.8132274073157,37.27488193058316,0.490177072871721,37,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Rastrigin,5,777,Matching-Fixed-Filter,59.968285686733545,27.429940210001014,0.3607128206663179,17,2,0.0,0.0,1.0,25,0.25,0.0,1.0,0.5795454545454546,0.8181818181818183,0.34090909090909094,6
