problem,dim,seed,n_init,target_only_r2,match_partial_corr,match_delta_r2,rand_partial_corr,rand_delta_r2,wrong_partial_corr,wrong_delta_r2,method,top1_true_y,top1_regret_pool,top1_improvement,top1_hit_top05,top1_hit_top10,rank_of_pool_oracle,top3_mean_regret_pool
Rastrigin,2,101,6,0.15692447108496577,0.43152511808764643,0.15699240545260107,-0.06470263339301226,0.0035294773339895613,0.19748643212562705,0.0328806967015105,Source-Region,15.647514805295408,14.237595417805071,13.093670877268885,0.0,1.0,213,9.89109324643547
Rastrigin,2,101,6,0.15692447108496577,0.43152511808764643,0.15699240545260107,-0.06470263339301226,0.0035294773339895613,0.19748643212562705,0.0328806967015105,Random-Region,32.26590516097215,30.855985773481816,0.0,0.0,0.0,274,32.428922266527394
Rastrigin,2,101,6,0.15692447108496577,0.43152511808764643,0.15699240545260107,-0.06470263339301226,0.0035294773339895613,0.19748643212562705,0.0328806967015105,Wrong-Source,15.38661961024965,13.976700222759312,13.354566072314643,0.0,1.0,242,11.299693136525104
Rastrigin,2,101,6,0.15692447108496577,0.43152511808764643,0.15699240545260107,-0.06470263339301226,0.0035294773339895613,0.19748643212562705,0.0328806967015105,Oracle-Target-Region,12.833390716312788,11.423471328822451,15.907794966251505,0.0,1.0,96,17.045323790472903
Rastrigin,2,101,6,0.15692447108496577,0.43152511808764643,0.15699240545260107,-0.06470263339301226,0.0035294773339895613,0.19748643212562705,0.0328806967015105,Hard-Filter,10.534429310802423,9.124509923312086,18.20675637176187,1.0,1.0,143,13.73492037561613
Rastrigin,2,2026,6,2.603995251027058e-05,0.459083990129498,0.21075262186204557,-0.06300201994127243,0.003969151157481421,0.23198351850942592,0.05381495148474047,Target-Only,63.27394056002662,62.17877617277473,0.0,0.0,0.0,537,64.93605172161263
Rastrigin,2,2026,6,2.603995251027058e-05,0.459083990129498,0.21075262186204557,-0.06300201994127243,0.003969151157481421,0.23198351850942592,0.05381495148474047,Source-Region,36.62653608141271,35.531371694160825,0.0,0.0,0.0,248,21.67283182362166
Rastrigin,2,2026,6,2.603995251027058e-05,0.459083990129498,0.21075262186204557,-0.06300201994127243,0.003969151157481421,0.23198351850942592,0.05381495148474047,Random-Region,45.29318109228514,44.198016705033254,0.0,0.0,0.0,679,43.132970667763175
Rastrigin,2,2026,6,2.603995251027058e-05,0.459083990129498,0.21075262186204557,-0.06300201994127243,0.003969151157481421,0.23198351850942592,0.05381495148474047,Wrong-Source,37.24240705715031,36.147242669898425,0.0,0.0,0.0,430,33.83318145651214
Rastrigin,2,2026,6,2.603995251027058e-05,0.459083990129498,0.21075262186204557,-0.06300201994127243,0.003969151157481421,0.23198351850942592,0.05381495148474047,Oracle-Target-Region,37.43131247525841,36.336148088006524,0.0,0.0,0.0,183,35.77877707290165
Rastrigin,2,2026,6,2.603995251027058e-05,0.459083990129498,0.21075262186204557,-0.06300201994127243,0.003969151157481421,0.23198351850942592,0.05381495148474047,Hard-Filter,27.515509458396266,26.420345071144382,1.3693701549535042,0.0,0.0,183,22.59969133950212
