problem,dim,seed,method,step,best_y
Ackley,5,101,Oracle-Target-Region,0,8.802745166919763
Ackley,5,101,Oracle-Target-Region,1,7.653227658204303
Ackley,5,101,Oracle-Target-Region,2,6.471586196574098
Ackley,5,101,Oracle-Target-Region,3,6.3259058650657956
Ackley,5,101,Oracle-Target-Region,4,6.3259058650657956
Ackley,5,101,Oracle-Target-Region,5,5.704504801052391
Ackley,5,101,Oracle-Target-Region,6,5.704504801052391
Ackley,5,101,Oracle-Target-Region,7,5.704504801052391
Ackley,5,101,Oracle-Target-Region,8,5.67804306108367
Ackley,5,101,Oracle-Target-Region,9,5.67804306108367
Ackley,5,101,Oracle-Target-Region,10,5.67804306108367
Ackley,5,101,Hard-Filter,0,8.802745166919763
Ackley,5,101,Hard-Filter,1,8.802745166919763
Ackley,5,101,Hard-Filter,2,8.802745166919763
Ackley,5,101,Hard-Filter,3,8.802745166919763
Ackley,5,101,Hard-Filter,4,8.802745166919763
Ackley,5,101,Hard-Filter,5,8.802745166919763
Ackley,5,101,Hard-Filter,6,8.802745166919763
Ackley,5,101,Hard-Filter,7,7.8534560661219395
Ackley,5,101,Hard-Filter,8,7.8534560661219395
Ackley,5,101,Hard-Filter,9,7.8534560661219395
Ackley,5,101,Hard-Filter,10,7.8534560661219395
Ackley,5,2026,Target-Only,0,8.61275744396409
Ackley,5,2026,Target-Only,1,8.594488666624564
Ackley,5,2026,Target-Only,2,8.594488666624564
Ackley,5,2026,Target-Only,3,8.594488666624564
Ackley,5,2026,Target-Only,4,8.594488666624564
Ackley,5,2026,Target-Only,5,8.594488666624564
Ackley,5,2026,Target-Only,6,8.594488666624564
Ackley,5,2026,Target-Only,7,8.594488666624564
Ackley,5,2026,Target-Only,8,8.594488666624564
Ackley,5,2026,Target-Only,9,7.705795773156675
Ackley,5,2026,Target-Only,10,7.705795773156675
Ackley,5,2026,Source-Region,0,8.61275744396409
Ackley,5,2026,Source-Region,1,8.594488666624564
Ackley,5,2026,Source-Region,2,8.594488666624564
Ackley,5,2026,Source-Region,3,8.594488666624564
Ackley,5,2026,Source-Region,4,8.594488666624564
Ackley,5,2026,Source-Region,5,8.594488666624564
Ackley,5,2026,Source-Region,6,8.594488666624564
Ackley,5,2026,Source-Region,7,8.594488666624564
Ackley,5,2026,Source-Region,8,8.594488666624564
Ackley,5,2026,Source-Region,9,8.594488666624564
Ackley,5,2026,Source-Region,10,8.577617763165222
Ackley,5,2026,Random-Region,0,8.61275744396409
Ackley,5,2026,Random-Region,1,8.594488666624564
Ackley,5,2026,Random-Region,2,8.594488666624564
Ackley,5,2026,Random-Region,3,8.594488666624564
Ackley,5,2026,Random-Region,4,8.594488666624564
Ackley,5,2026,Random-Region,5,8.594488666624564
Ackley,5,2026,Random-Region,6,8.594488666624564
Ackley,5,2026,Random-Region,7,8.594488666624564
Ackley,5,2026,Random-Region,8,8.594488666624564
Ackley,5,2026,Random-Region,9,7.705795773156675
Ackley,5,2026,Random-Region,10,7.705795773156675
Ackley,5,2026,Wrong-Source,0,8.61275744396409
Ackley,5,2026,Wrong-Source,1,8.594488666624564
Ackley,5,2026,Wrong-Source,2,8.594488666624564
Ackley,5,2026,Wrong-Source,3,8.594488666624564
Ackley,5,2026,Wrong-Source,4,8.594488666624564
Ackley,5,2026,Wrong-Source,5,8.594488666624564
Ackley,5,2026,Wrong-Source,6,8.594488666624564
Ackley,5,2026,Wrong-Source,7,8.594488666624564
Ackley,5,2026,Wrong-Source,8,8.594488666624564
Ackley,5,2026,Wrong-Source,9,7.705795773156675
Ackley,5,2026,Wrong-Source,10,7.705795773156675
Ackley,5,2026,Oracle-Target-Region,0,8.61275744396409
Ackley,5,2026,Oracle-Target-Region,1,4.992623613238798
Ackley,5,2026,Oracle-Target-Region,2,4.992623613238798
Ackley,5,2026,Oracle-Target-Region,3,4.992623613238798
Ackley,5,2026,Oracle-Target-Region,4,4.5746456879453135
Ackley,5,2026,Oracle-Target-Region,5,4.5746456879453135
Ackley,5,2026,Oracle-Target-Region,6,4.5746456879453135
Ackley,5,2026,Oracle-Target-Region,7,4.5746456879453135
Ackley,5,2026,Oracle-Target-Region,8,3.515824422334259
Ackley,5,2026,Oracle-Target-Region,9,3.515824422334259
Ackley,5,2026,Oracle-Target-Region,10,3.515824422334259
Ackley,5,2026,Hard-Filter,0,8.61275744396409
Ackley,5,2026,Hard-Filter,1,8.594488666624564
Ackley,5,2026,Hard-Filter,2,8.594488666624564
Ackley,5,2026,Hard-Filter,3,8.594488666624564
Ackley,5,2026,Hard-Filter,4,8.594488666624564
Ackley,5,2026,Hard-Filter,5,8.594488666624564
Ackley,5,2026,Hard-Filter,6,8.594488666624564
Ackley,5,2026,Hard-Filter,7,8.594488666624564
Ackley,5,2026,Hard-Filter,8,8.594488666624564
Ackley,5,2026,Hard-Filter,9,8.594488666624564
Ackley,5,2026,Hard-Filter,10,8.577617763165222
