seed,relation,method,standardized_rmse,ndcg_at_top,spearman,pairwise_accuracy,precision_at_top,normalized_top1_regret,mean_negative_log_likelihood,interval_coverage_95,n_test,oracle_order_agreement,fitted_expert_order_agreement,gate_accepted,gate_cv_gain,gate_context_pairwise,effective_mode,srmse_delta_vs_target_only,negative_transfer
37,scale_0.7,Gated-Transfer,0.37746752081265894,0.9855549533425706,0.955481757146248,0.9174281984334204,0.8205128205128205,0.05132596564306279,2.977696733673151,0.5026041666666666,384,0.9326860313315927,0.9260634247171453,True,0.7339357400391238,0.9285714285714286,calibrated,0.00900803531478006,False
37,scale_1.5,Target-Only,0.5804865449909281,0.985116861553961,0.9035169628022109,0.8662967798085291,0.8205128205128205,0.026277838511158957,0.279238700869964,0.9270833333333334,384,0.9458496518711923,0.9408045039164491,False,,,target_only,0.0,False
37,scale_1.5,Fixed-Transfer,0.340357049988487,0.9965623362418305,0.9748024821131871,0.9346170583115753,0.9230769230769231,0.026277838511158957,29.83703953135543,0.3203125,384,0.9458496518711923,0.9408045039164491,False,,,fixed,-0.24012949500244113,False
37,scale_1.5,Calibrated-Transfer,0.3525958090573187,0.9945750475227971,0.9766085415889594,0.9369832463011314,0.8974358974358975,0.026277838511158957,12.352881168545855,0.4244791666666667,384,0.9458496518711923,0.9408045039164491,False,,,calibrated,-0.22789073593360942,False
37,scale_1.5,Gated-Transfer,0.3525958090573187,0.9945750475227971,0.9766085415889594,0.9369832463011314,0.8974358974358975,0.026277838511158957,12.352881168545855,0.4244791666666667,384,0.9458496518711923,0.9408045039164491,True,0.8104199511215219,1.0,calibrated,-0.22789073593360942,False
37,rotate_45,Target-Only,0.4310593867460299,0.991937624610672,0.9055341036248347,0.8741840731070496,0.8974358974358975,0.009659352547571817,-0.5612459668079043,0.9479166666666666,384,0.7617493472584856,0.7602670800696257,False,,,target_only,0.0,False
37,rotate_45,Fixed-Transfer,0.5583164056589056,0.806188039779688,0.8482939710420128,0.8312119234116623,0.46153846153846156,0.2497275429119275,-0.2544860963388769,0.8958333333333334,384,0.7617493472584856,0.7602670800696257,False,,,fixed,0.12725701891287572,True
37,rotate_45,Calibrated-Transfer,0.43868147419719433,0.9616491938851813,0.8986044471194601,0.864406549173194,0.7692307692307693,0.0677876414502567,-0.4790562295930088,0.8880208333333334,384,0.7617493472584856,0.7602670800696257,False,,,calibrated,0.007622087451164439,False
37,rotate_45,Gated-Transfer,0.43868147419719433,0.9616491938851813,0.8986044471194601,0.864406549173194,0.7692307692307693,0.0677876414502567,-0.4790562295930088,0.8880208333333334,384,0.7617493472584856,0.7602670800696257,True,0.0634760504742922,0.7142857142857143,calibrated,0.007622087451164439,False
37,anisotropy_swap,Target-Only,0.5061427519873554,0.9749877022197538,0.9382375131396019,0.8886939730200174,0.717948717948718,0.05829289589189266,-0.6109469658311227,0.9322916666666666,384,0.7176348999129678,0.712943320278503,False,,,target_only,0.0,False
