dimension,panel,seed,relation,control,relation_or_control,condition,shell,method,n_rows,pairwise_accuracy,ndcg_at_top,normalized_top1_regret,standardized_rmse,spearman,precision_at_top,mean_negative_log_likelihood,interval_coverage_95
2,test,89,scale_1.5,none,scale_1.5,scale_1.5,1.0,target_only,1,0.8708169291338582,0.8327295213635996,0.1135477598892311,0.7542693175686114,0.908418787767808,0.3076923076923077,0.1236112222403443,0.9140625
2,test,89,scale_1.5,none,scale_1.5,scale_1.5,1.0,value,1,0.8063484251968503,0.5970644918841382,0.2867485539062794,0.7273061037177794,0.8272580571323933,0.0,3.5221682795687634,0.359375
2,test,107,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,dual,1,0.7449557086614174,0.8587616149850843,0.1313140499199597,0.7385416419270077,0.7085698590001831,0.2307692307692307,-1.7090520365717143,0.8828125
2,test,107,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,geometry,1,0.8516240157480315,0.8715016352981197,0.0972395812154369,0.6689562986901822,0.893574894707929,0.3846153846153846,-1.6256701033848795,0.640625
2,test,107,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,rank,1,0.7449557086614174,0.8587616149850843,0.1313140499199597,0.7385416420041632,0.7085698590001831,0.2307692307692307,-1.7090520364658823,0.8828125
2,test,107,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,target_only,1,0.8426427165354331,0.8565933965063418,0.1859919398426585,0.6886305482962521,0.8807510071415492,0.3846153846153846,-2.0960083618582006,1.0
2,test,107,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,value,1,0.8426427165354331,0.8565933965063418,0.1859919398426585,0.6886305478696233,0.8807510071415492,0.3846153846153846,-2.096008362002436,1.0
2,test,107,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,dual,1,0.7696850393700787,0.8588225756644194,0.4571365942621638,2.015512923989834,0.6839120582310931,0.3846153846153846,-0.2240413945385422,0.765625
2,test,107,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,geometry,1,0.8562992125984252,0.9418665027500914,0.0461209430070183,1.0617513484048542,0.8884991301959348,0.4615384615384615,0.0542889441912703,0.5546875
2,test,107,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,rank,1,0.7696850393700787,0.8588225756644194,0.4571365942621638,2.015512924040208,0.6839120582310931,0.3846153846153846,-0.2240413944772359,0.765625
2,test,107,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,target_only,1,0.7883858267716536,0.8524743803800507,0.3142487482118171,1.6609417816023822,0.7667666178355612,0.3846153846153846,-0.65009481973402,0.78125
2,test,107,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,value,1,0.7883858267716536,0.8524743803800507,0.3142487482118171,1.6609417817133754,0.7667666178355612,0.3846153846153846,-0.6500948196530101,0.78125
2,test,107,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,1.0,dual,1,0.7367125984251969,0.9102873497012982,0.0151241480093647,0.9597452260918412,0.6225450924739058,0.5384615384615384,0.3200423098727983,0.7578125
2,test,107,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,1.0,geometry,1,0.7892470472440944,0.7004845255199534,0.3071334613379764,0.7835290035508378,0.739533739241897,0.1538461538461538,2.9518098176631358,0.25
2,test,107,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,1.0,rank,1,0.7367125984251969,0.9102873497012982,0.0151241480093647,0.959745226107586,0.6225450924739058,0.5384615384615384,0.3200423099653086,0.7578125
2,test,107,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,1.0,target_only,1,0.7598425196850394,0.8769328215359657,0.181329659553202,0.8646398071140501,0.6750309009338948,0.4615384615384615,-0.0799436534856056,0.7890625
2,test,107,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,1.0,value,1,0.7598425196850394,0.8769328215359657,0.181329659553202,0.8646398071434657,0.6750309009338948,0.4615384615384615,-0.0799436533836049,0.7890625
2,test,107,identity,none,identity,identity,0.35,dual,1,0.9174458661417324,0.9999227549237298,0.0,0.1509198847905249,0.9440578648599156,1.0,-3.704212287716526,0.890625
2,test,107,identity,none,identity,identity,0.35,geometry,1,0.8516240157480315,0.8715016352981197,0.0972395812154369,0.6689562986901822,0.893574894707929,0.3846153846153846,-1.6256701033848795,0.640625
2,test,107,identity,none,identity,identity,0.35,rank,1,0.8671259842519685,0.9942010179968458,0.0,0.375670695736677,0.882004211682842,0.9230769230769232,-2.647332663556727,0.7734375
2,test,107,identity,none,identity,identity,0.35,target_only,1,0.8426427165354331,0.8565933965063418,0.1859919398426585,0.6886305482962521,0.8807510071415492,0.3846153846153846,-2.0960083618582006,1.0
2,test,107,identity,none,identity,identity,0.35,value,1,0.9544783464566928,0.999952441553706,0.0,0.0547676533378069,0.97792299945065,1.0,-4.596998326865553,1.0
2,test,107,identity,none,identity,identity,0.7,dual,1,0.9041584645669292,0.9980707631078982,0.0,0.4124748411206246,0.932647408899469,0.9230769230769232,-0.0122415877454602,0.6015625
2,test,107,identity,none,identity,identity,0.7,geometry,1,0.8562992125984252,0.9418665027500914,0.0461209430070183,1.0617513484048542,0.8884991301959348,0.4615384615384615,0.0542889441912703,0.5546875
2,test,107,identity,none,identity,identity,0.7,rank,1,0.8543307086614174,0.9968580956122408,0.0,0.9535797868362678,0.8457757278886651,0.9230769230769232,1.4133903913859571,0.5859375
2,test,107,identity,none,identity,identity,0.7,target_only,1,0.7883858267716536,0.8524743803800507,0.3142487482118171,1.6609417816023822,0.7667666178355612,0.3846153846153846,-0.65009481973402,0.78125
2,test,107,identity,none,identity,identity,0.7,value,1,0.9279035433070866,0.9999630507997244,0.0,0.1691218845032975,0.9592737136055668,1.0,-2.776305049074544,0.7890625
2,test,107,identity,none,identity,identity,1.0,dual,1,0.950418307086614,0.9971383889536614,0.0,0.1948826586299392,0.9794451565647316,0.9230769230769232,1.4834977985603115,0.6953125
2,test,107,identity,none,identity,identity,1.0,geometry,1,0.7892470472440944,0.7004845255199534,0.3071334613379764,0.7835290035508378,0.739533739241897,0.1538461538461538,2.9518098176631358,0.25
2,test,107,identity,none,identity,identity,1.0,rank,1,0.8981299212598425,0.996032964356782,0.0,0.4419827713750881,0.93356871452115,0.9230769230769232,2.6910222217299253,0.6484375
2,test,107,identity,none,identity,identity,1.0,target_only,1,0.7598425196850394,0.8769328215359657,0.181329659553202,0.8646398071140501,0.6750309009338948,0.4615384615384615,-0.0799436534856056,0.7890625
2,test,107,identity,none,identity,identity,1.0,value,1,0.9634596456692912,0.9982053082462792,0.0,0.0982136577171854,0.9861518036989564,0.9230769230769232,-1.328392729508303,0.671875
2,test,107,independent_expert,none,independent_expert,independent_expert,0.35,dual,1,0.8426427165354331,0.8565933965063418,0.1859919398426585,0.6886305482962521,0.8807510071415492,0.3846153846153846,-2.0960083618582006,1.0
2,test,107,independent_expert,none,independent_expert,independent_expert,0.35,geometry,1,0.8516240157480315,0.8715016352981197,0.0972395812154369,0.6689562986901822,0.893574894707929,0.3846153846153846,-1.6256701033848795,0.640625
2,test,107,independent_expert,none,independent_expert,independent_expert,0.35,rank,1,0.8426427165354331,0.8565933965063418,0.1859919398426585,0.6886305482962521,0.8807510071415492,0.3846153846153846,-2.0960083618582006,1.0
2,test,107,independent_expert,none,independent_expert,independent_expert,0.35,target_only,1,0.8426427165354331,0.8565933965063418,0.1859919398426585,0.6886305482962521,0.8807510071415492,0.3846153846153846,-2.0960083618582006,1.0
2,test,107,independent_expert,none,independent_expert,independent_expert,0.35,value,1,0.8426427165354331,0.8565933965063418,0.1859919398426585,0.6886305481074084,0.8807510071415492,0.3846153846153846,-2.0960083619907417,1.0
2,test,107,independent_expert,none,independent_expert,independent_expert,0.7,dual,1,0.7883858267716536,0.8524743803800507,0.3142487482118171,1.6609417816023822,0.7667666178355612,0.3846153846153846,-0.65009481973402,0.78125
2,test,107,independent_expert,none,independent_expert,independent_expert,0.7,geometry,1,0.8562992125984252,0.9418665027500914,0.0461209430070183,1.0617513484048542,0.8884991301959348,0.4615384615384615,0.0542889441912703,0.5546875
2,test,107,independent_expert,none,independent_expert,independent_expert,0.7,rank,1,0.7883858267716536,0.8524743803800507,0.3142487482118171,1.6609417816023822,0.7667666178355612,0.3846153846153846,-0.65009481973402,0.78125
2,test,107,independent_expert,none,independent_expert,independent_expert,0.7,target_only,1,0.7883858267716536,0.8524743803800507,0.3142487482118171,1.6609417816023822,0.7667666178355612,0.3846153846153846,-0.65009481973402,0.78125
2,test,107,independent_expert,none,independent_expert,independent_expert,0.7,value,1,0.7883858267716536,0.8524743803800507,0.3142487482118171,1.660941781820694,0.7667666178355612,0.3846153846153846,-0.6500948194071856,0.78125
2,test,107,independent_expert,none,independent_expert,independent_expert,1.0,dual,1,0.7598425196850394,0.8769328215359657,0.181329659553202,0.8646398071140501,0.6750309009338948,0.4615384615384615,-0.0799436534856056,0.7890625
2,test,107,independent_expert,none,independent_expert,independent_expert,1.0,geometry,1,0.7892470472440944,0.7004845255199534,0.3071334613379764,0.7835290035508378,0.739533739241897,0.1538461538461538,2.9518098176631358,0.25
2,test,107,independent_expert,none,independent_expert,independent_expert,1.0,rank,1,0.7598425196850394,0.8769328215359657,0.181329659553202,0.8646398071140501,0.6750309009338948,0.4615384615384615,-0.0799436534856056,0.7890625
2,test,107,independent_expert,none,independent_expert,independent_expert,1.0,target_only,1,0.7598425196850394,0.8769328215359657,0.181329659553202,0.8646398071140501,0.6750309009338948,0.4615384615384615,-0.0799436534856056,0.7890625
2,test,107,independent_expert,none,independent_expert,independent_expert,1.0,value,1,0.7598425196850394,0.8769328215359657,0.181329659553202,0.8646398071672379,0.6750309009338948,0.4615384615384615,-0.0799436533906837,0.7890625
2,test,107,output_affine,none,output_affine,output_affine,0.35,dual,1,0.9174458661417324,0.9999227549237298,0.0,0.1509198847905236,0.9440578648599156,1.0,-2.7879215558423907,0.890625
2,test,107,output_affine,none,output_affine,output_affine,0.35,geometry,1,0.8516240157480315,0.8715016352981197,0.0972395812154369,0.6689562986901815,0.893574894707929,0.3846153846153846,-0.7093793715107313,0.640625
2,test,107,output_affine,none,output_affine,output_affine,0.35,rank,1,0.8671259842519685,0.9942010179968458,0.0,0.3756706957366762,0.882004211682842,0.9230769230769232,-1.7310419316825811,0.7734375
2,test,107,output_affine,none,output_affine,output_affine,0.35,target_only,1,0.8426427165354331,0.8565933965063418,0.1859919398426583,0.6886305482962507,0.8807510071415492,0.3846153846153846,-1.179717629984047,1.0
2,test,107,output_affine,none,output_affine,output_affine,0.35,value,1,0.9544783464566928,0.999952441553706,0.0,0.0547676533378058,0.97792299945065,1.0,-3.680707594991404,1.0
2,test,107,output_affine,none,output_affine,output_affine,0.7,dual,1,0.9041584645669292,0.9980707631078982,0.0,0.4124748411206249,0.932647408899469,0.9230769230769232,0.9040491441286984,0.6015625
2,test,107,output_affine,none,output_affine,output_affine,0.7,geometry,1,0.8562992125984252,0.9418665027500914,0.0461209430070189,1.0617513484048544,0.8884991301959348,0.4615384615384615,0.9705796760654284,0.5546875
2,test,107,output_affine,none,output_affine,output_affine,0.7,rank,1,0.8543307086614174,0.9968580956122408,0.0,0.9535797868362684,0.8457757278886651,0.9230769230769232,2.32968112326011,0.5859375
2,test,107,output_affine,none,output_affine,output_affine,0.7,target_only,1,0.7883858267716536,0.8524743803800507,0.3142487482118178,1.6609417816023826,0.7667666178355612,0.3846153846153846,0.2661959121401356,0.78125
2,test,107,output_affine,none,output_affine,output_affine,0.7,value,1,0.9279035433070866,0.9999630507997244,0.0,0.1691218845032973,0.9592737136055668,1.0,-1.8600143172003851,0.7890625
2,test,107,output_affine,none,output_affine,output_affine,1.0,dual,1,0.950418307086614,0.9971383889536614,0.0,0.1948826586299389,0.9794451565647316,0.9230769230769232,2.399788530434445,0.6953125
2,test,107,output_affine,none,output_affine,output_affine,1.0,geometry,1,0.7892470472440944,0.7004845255199534,0.3071334613379762,0.7835290035508375,0.739533739241897,0.1538461538461538,3.868100549537291,0.25
2,test,107,output_affine,none,output_affine,output_affine,1.0,rank,1,0.8981299212598425,0.996032964356782,0.0,0.441982771375088,0.93356871452115,0.9230769230769232,3.607312953604077,0.6484375
2,test,107,output_affine,none,output_affine,output_affine,1.0,target_only,1,0.7598425196850394,0.8769328215359657,0.1813296595532016,0.86463980711405,0.6750309009338948,0.4615384615384615,0.8363470783885502,0.7890625
2,test,107,output_affine,none,output_affine,output_affine,1.0,value,1,0.9634596456692912,0.9982053082462792,0.0,0.0982136577171855,0.9861518036989564,0.9230769230769232,-0.4121019976341245,0.671875
2,test,107,reversal,none,reversal,reversal,0.35,dual,1,0.8426427165354331,0.8460261917102876,0.0051564171206485,0.6886305482962521,0.8807510071415492,0.3846153846153846,-2.0960083618582006,1.0
2,test,107,reversal,none,reversal,reversal,0.35,geometry,1,0.8426427165354331,0.8460261917102876,0.0051564171206485,0.6886305482962521,0.8807510071415492,0.3846153846153846,-2.0960083618582006,1.0
2,test,107,reversal,none,reversal,reversal,0.35,rank,1,0.8426427165354331,0.8460261917102876,0.0051564171206485,0.6886305482962521,0.8807510071415492,0.3846153846153846,-2.0960083618582006,1.0
2,test,107,reversal,none,reversal,reversal,0.35,target_only,1,0.8426427165354331,0.8460261917102876,0.0051564171206485,0.6886305482962521,0.8807510071415492,0.3846153846153846,-2.0960083618582006,1.0
2,test,107,reversal,none,reversal,reversal,0.35,value,1,0.8426427165354331,0.8460261917102876,0.0051564171206485,0.6886305482962521,0.8807510071415492,0.3846153846153846,-2.0960083618582006,1.0
2,test,107,reversal,none,reversal,reversal,0.7,dual,1,0.7883858267716536,0.9337886978267956,0.0001053921626542,1.6609417816023822,0.7667666178355612,0.5384615384615384,-0.65009481973402,0.78125
2,test,107,reversal,none,reversal,reversal,0.7,geometry,1,0.7883858267716536,0.9337886978267956,0.0001053921626542,1.6609417816023822,0.7667666178355612,0.5384615384615384,-0.65009481973402,0.78125
2,test,107,reversal,none,reversal,reversal,0.7,rank,1,0.7883858267716536,0.9337886978267956,0.0001053921626542,1.6609417816023822,0.7667666178355612,0.5384615384615384,-0.65009481973402,0.78125
2,test,107,reversal,none,reversal,reversal,0.7,target_only,1,0.7883858267716536,0.9337886978267956,0.0001053921626542,1.6609417816023822,0.7667666178355612,0.5384615384615384,-0.65009481973402,0.78125
2,test,107,reversal,none,reversal,reversal,0.7,value,1,0.7883858267716536,0.9337886978267956,0.0001053921626542,1.6609417816023822,0.7667666178355612,0.5384615384615384,-0.65009481973402,0.78125
2,test,107,reversal,none,reversal,reversal,1.0,dual,1,0.7598425196850394,0.9356074469225504,0.000117779613636,0.8646398071140501,0.6750309009338948,0.5384615384615384,-0.0799436534856056,0.7890625
2,test,107,reversal,none,reversal,reversal,1.0,geometry,1,0.7598425196850394,0.9356074469225504,0.000117779613636,0.8646398071140501,0.6750309009338948,0.5384615384615384,-0.0799436534856056,0.7890625
2,test,107,reversal,none,reversal,reversal,1.0,rank,1,0.7598425196850394,0.9356074469225504,0.000117779613636,0.8646398071140501,0.6750309009338948,0.5384615384615384,-0.0799436534856056,0.7890625
2,test,107,reversal,none,reversal,reversal,1.0,target_only,1,0.7598425196850394,0.9356074469225504,0.000117779613636,0.8646398071140501,0.6750309009338948,0.5384615384615384,-0.0799436534856056,0.7890625
2,test,107,reversal,none,reversal,reversal,1.0,value,1,0.7598425196850394,0.9356074469225504,0.000117779613636,0.8646398071140501,0.6750309009338948,0.5384615384615384,-0.0799436534856056,0.7890625
2,test,107,rotate_45,none,rotate_45,rotate_45,0.35,dual,1,0.8531003937007874,0.9654621881097672,0.0,0.2689474813989226,0.8657926661783555,0.6923076923076923,0.9556226561888768,0.09375
2,test,107,rotate_45,none,rotate_45,rotate_45,0.35,geometry,1,0.8190206692913385,0.7657192469605519,0.2959544030762918,0.6243445000687633,0.8122367698223769,0.2307692307692307,-2.127477325036504,0.890625
2,test,107,rotate_45,none,rotate_45,rotate_45,0.35,rank,1,0.7534448818897638,0.9321238679025764,0.0216118319201725,0.6427501601997094,0.6994884178721846,0.6153846153846154,1.6512272078700083,0.1484375
2,test,107,rotate_45,none,rotate_45,rotate_45,0.35,target_only,1,0.827386811023622,0.6784028784138837,0.3602902722480404,0.6062645031391399,0.8254783922358543,0.0,-2.072000755941517,1.0
2,test,107,rotate_45,none,rotate_45,rotate_45,0.35,value,1,0.9565698818897638,0.9989207021312984,0.0,0.0528291635027805,0.9744266160043948,1.0,-4.543329722300465,0.9296875
2,test,107,rotate_45,none,rotate_45,rotate_45,0.7,dual,1,0.8480561023622047,0.9994015981661236,0.0,0.4006086707748661,0.8492663889397546,1.0,1.748836014962598,0.46875
2,test,107,rotate_45,none,rotate_45,rotate_45,0.7,geometry,1,0.8655265748031497,0.9446579650511048,0.0171272972520604,0.9400594836830376,0.8932487181834828,0.5384615384615384,-1.172368065994129,0.859375
2,test,107,rotate_45,none,rotate_45,rotate_45,0.7,rank,1,0.7914616141732284,0.998915111531518,0.0,0.9520695045095644,0.7426753341878777,1.0,2.464137767105865,0.4765625
2,test,107,rotate_45,none,rotate_45,rotate_45,0.7,target_only,1,0.8105314960629921,0.8618619014536087,0.2007903879597764,1.3061871877530014,0.8091352316425562,0.3846153846153846,-0.707090515448423,0.8046875
2,test,107,rotate_45,none,rotate_45,rotate_45,0.7,value,1,0.921751968503937,0.9975101612760456,0.0171272972520604,0.1129061311996312,0.9515942592931697,0.9230769230769232,-3.189404451253649,0.8203125
2,test,107,rotate_45,none,rotate_45,rotate_45,1.0,dual,1,0.9469734251968503,0.9990119992957928,0.0,0.1590130485367953,0.973625480681194,1.0,1.3284032030494894,0.4765625
2,test,107,rotate_45,none,rotate_45,rotate_45,1.0,geometry,1,0.8468257874015748,0.9152913102294118,0.0483472792168941,0.5829290343281548,0.8538156930965024,0.6923076923076923,-0.1567773616386764,0.6875
2,test,107,rotate_45,none,rotate_45,rotate_45,1.0,rank,1,0.906126968503937,0.9965809092420512,0.0,0.358412645245964,0.932584462552646,0.9230769230769232,1.7073322013244072,0.46875
2,test,107,rotate_45,none,rotate_45,rotate_45,1.0,target_only,1,0.7646407480314961,0.809824548059532,0.2046301770358838,1.0018930161492754,0.7089647042666178,0.2307692307692307,0.2016694278952725,0.78125
2,test,107,rotate_45,none,rotate_45,rotate_45,1.0,value,1,0.9585383858267716,0.9983743493885184,0.0,0.0972533056122906,0.9845094762863944,1.0,-1.3321873068215808,0.6328125
2,test,107,roughness,none,roughness,roughness,0.35,dual,1,0.484005905511811,0.6168022394046953,0.2932248622098358,1.5005218475201365,-0.0285204175059512,0.3846153846153846,24.702681818637075,0.2578125
2,test,107,roughness,none,roughness,roughness,0.35,geometry,1,0.452878937007874,0.1109746118081067,1.0464164655301105,1.6190415944055834,-0.1326908991027284,0.0,19.847745626006507,0.3046875
2,test,107,roughness,none,roughness,roughness,0.35,rank,1,0.4876968503937008,0.5325180999892983,0.2932248622098358,1.5043363902403315,-0.0178367057315509,0.3076923076923077,24.296423473185,0.265625
2,test,107,roughness,none,roughness,roughness,0.35,target_only,1,0.4715797244094488,0.1203631696333074,0.9751478106961956,1.6208203692800849,-0.0789289965207837,0.0,7.122338246424384,0.5625
2,test,107,roughness,none,roughness,roughness,0.35,value,1,0.4825295275590551,0.6522345751849161,0.2932248622098358,1.5106286397143345,-0.0384945522798022,0.3846153846153846,23.6911336340734,0.2578125
2,test,107,roughness,none,roughness,roughness,0.7,dual,1,0.5655757874015748,0.6099023142768913,0.0,1.2847200785549435,0.1960835927485808,0.0769230769230769,15.903658463527965,0.265625
2,test,107,roughness,none,roughness,roughness,0.7,geometry,1,0.5647145669291339,0.5596475949257734,0.1911899560068303,1.3051221879182158,0.1915400109869987,0.0,11.612874987388524,0.3359375
2,test,107,roughness,none,roughness,roughness,0.7,rank,1,0.5762795275590551,0.6095965622067281,0.0,1.289499419559595,0.2321518494781176,0.0769230769230769,15.751321746707532,0.28125
2,test,107,roughness,none,roughness,roughness,0.7,target_only,1,0.5804625984251969,0.5532007438790706,0.207083732940423,1.3289375761069937,0.2421488738326314,0.0,5.150908186630431,0.5234375
2,test,107,roughness,none,roughness,roughness,0.7,value,1,0.5522883858267716,0.6036731573633726,0.0,1.2917381800508014,0.1529195660135506,0.0769230769230769,15.347406076413687,0.28125
2,test,107,roughness,none,roughness,roughness,1.0,dual,1,0.6852854330708661,0.7138012709377974,0.0716436538433149,0.8905747042111973,0.5427920710492584,0.3076923076923077,6.790074338813463,0.4609375
2,test,107,roughness,none,roughness,roughness,1.0,geometry,1,0.6005167322834646,0.5220734586344432,0.2333348709375186,1.0177620821620936,0.2967691356894341,0.0769230769230769,4.874808701748535,0.453125
2,test,107,roughness,none,roughness,roughness,1.0,rank,1,0.6705216535433071,0.7137478561756061,0.0716436538433149,0.9267956954423654,0.5018254440578648,0.3076923076923077,6.392315865046616,0.421875
2,test,107,roughness,none,roughness,roughness,1.0,target_only,1,0.62376968503937,0.7223132304256921,0.1769745747947591,1.117959374610756,0.3637211591283648,0.3846153846153846,1.979826085821146,0.5859375
2,test,107,roughness,none,roughness,roughness,1.0,value,1,0.6991879921259843,0.6845763059615971,0.0716436538433149,0.8884495191588361,0.5769719373741073,0.2307692307692307,6.88953273192234,0.5
2,test,107,scale_0.7,none,scale_0.7,scale_0.7,0.35,dual,1,0.9741633858267716,0.9951790154383076,0.0,0.0687923193719353,0.9948612891411828,0.9230769230769232,-4.741724150271194,0.8984375
2,test,107,scale_0.7,none,scale_0.7,scale_0.7,0.35,geometry,1,0.8419045275590551,0.9274485737013612,0.0,0.5023879149081094,0.872030076908991,0.4615384615384615,-1.4776671175189384,0.6640625
2,test,107,scale_0.7,none,scale_0.7,scale_0.7,0.35,rank,1,0.9414370078740156,0.9890024673156576,0.0,0.1648280984278835,0.9787355795641824,0.8461538461538461,-3.872940681125589,0.90625
2,test,107,scale_0.7,none,scale_0.7,scale_0.7,0.35,target_only,1,0.8700787401574803,0.933233851241058,0.0373658923209055,0.4194604851784363,0.9107592473905878,0.5384615384615384,-2.8637021998346057,1.0
2,test,107,scale_0.7,none,scale_0.7,scale_0.7,0.35,value,1,0.9879429133858268,0.9996143810754038,0.0,0.0315170102397637,0.9985007324665812,1.0,-5.420708904936123,1.0
2,test,107,scale_0.7,none,scale_0.7,scale_0.7,0.7,dual,1,0.9459891732283464,0.9952748260491762,0.0,0.2366626353863551,0.9812534334370996,0.9230769230769232,-2.009232360169322,0.6171875
2,test,107,scale_0.7,none,scale_0.7,scale_0.7,0.7,geometry,1,0.6849163385826772,0.8932430859152821,0.0296278053094,0.751852726949393,0.5494071598608313,0.3076923076923077,0.9351408581268116,0.53125
2,test,107,scale_0.7,none,scale_0.7,scale_0.7,0.7,rank,1,0.8917322834645669,0.9863721791762124,0.0,0.5718953972675543,0.9321209485442228,0.7692307692307693,-0.9604020772282632,0.6015625
2,test,107,scale_0.7,none,scale_0.7,scale_0.7,0.7,target_only,1,0.750369094488189,0.9626495965385988,0.0982658636630144,0.6608639243348275,0.680043719099066,0.6923076923076923,-2.0330843410983883,1.0
2,test,107,scale_0.7,none,scale_0.7,scale_0.7,0.7,value,1,0.967888779527559,0.9985905983530038,0.0046956233684676,0.058391788416582,0.991685359824208,1.0,-4.552552502929105,1.0
2,test,107,scale_0.7,none,scale_0.7,scale_0.7,1.0,dual,1,0.8543307086614174,0.9999342500842544,0.0,0.1824179872906731,0.8428515839589819,1.0,-2.39540804713459,0.609375
2,test,107,scale_0.7,none,scale_0.7,scale_0.7,1.0,geometry,1,0.6544045275590551,0.8684910853940783,0.3102280493809552,1.1434825892799647,0.4516743728254898,0.2307692307692307,0.7942588359607561,0.3984375
2,test,107,scale_0.7,none,scale_0.7,scale_0.7,1.0,rank,1,0.7994586614173228,0.9978743476391536,0.0,0.4196161374784281,0.7477968778611975,0.9230769230769232,-1.6240056493290496,0.6015625
2,test,107,scale_0.7,none,scale_0.7,scale_0.7,1.0,target_only,1,0.797244094488189,0.970386932922948,0.0187493904727561,0.6487839513490852,0.7542231276323017,0.6923076923076923,-1.7111963671584984,1.0
2,test,107,scale_0.7,none,scale_0.7,scale_0.7,1.0,value,1,0.9456200787401576,0.99916932928891,0.0073665516352651,0.0488829804362843,0.9725725599707012,1.0,-4.250933929145401,1.0
2,test,107,scale_1.5,none,scale_1.5,scale_1.5,0.35,dual,1,0.8036417322834646,0.9810872041194356,0.0051919422849806,0.7712566680044792,0.7759338948910457,0.8461538461538461,-1.6798735131781597,0.8671875
2,test,107,scale_1.5,none,scale_1.5,scale_1.5,0.35,geometry,1,0.625738188976378,0.8576976649197157,0.3967956035708278,1.3995376701271398,0.4341638436183849,0.4615384615384615,0.5204760487598936,0.3828125
2,test,107,scale_1.5,none,scale_1.5,scale_1.5,0.35,rank,1,0.78001968503937,0.9205659500895804,0.0158351537081603,1.303538738859253,0.7526551913568944,0.6153846153846154,-1.1871339947096002,0.8046875
2,test,107,scale_1.5,none,scale_1.5,scale_1.5,0.35,target_only,1,0.6133120078740157,0.719711708195104,0.4035259888156376,1.5826085640867904,0.3498271836659952,0.3076923076923077,-1.2391847321820877,1.0
2,test,107,scale_1.5,none,scale_1.5,scale_1.5,0.35,value,1,0.8008120078740157,0.9807875261785636,0.0051919422849806,0.7593994119202705,0.7670813495696758,0.8461538461538461,-1.704520192406811,0.8671875
2,test,107,scale_1.5,none,scale_1.5,scale_1.5,0.7,dual,1,0.8480561023622047,0.895744205300989,0.015337287407595,0.9277508800194304,0.872745376304706,0.6153846153846154,2.459461544752836,0.5
2,test,107,scale_1.5,none,scale_1.5,scale_1.5,0.7,geometry,1,0.8889025590551181,0.8179917690483205,0.26797854343916,0.4430329119630635,0.93356871452115,0.4615384615384615,-0.5286877212530441,0.640625
2,test,107,scale_1.5,none,scale_1.5,scale_1.5,0.7,rank,1,0.7358513779527559,0.8924167677568718,0.015337287407595,1.3154866061203474,0.6401757919794909,0.4615384615384615,2.5308333291471614,0.359375
2,test,107,scale_1.5,none,scale_1.5,scale_1.5,0.7,target_only,1,0.8415354330708661,0.832728488877245,0.2426340153228169,0.6981555015092148,0.8663706280900934,0.3076923076923077,-0.4740747733629045,1.0
2,test,107,scale_1.5,none,scale_1.5,scale_1.5,0.7,value,1,0.8494094488188977,0.8919444405464801,0.015337287407595,0.9121600456778548,0.8746738234755539,0.6153846153846154,2.419719091740322,0.5078125
2,test,107,scale_1.5,none,scale_1.5,scale_1.5,1.0,dual,1,0.7634104330708661,0.8710169489264308,0.1313317322064109,0.9538948605510988,0.6886158670573155,0.4615384615384615,2.8551271335958828,0.6171875
2,test,107,scale_1.5,none,scale_1.5,scale_1.5,1.0,geometry,1,0.8822588582677166,0.7789880803716736,0.1667675301587111,0.6567634487389975,0.9185016480498076,0.3076923076923077,1.1481563069043927,0.5546875
2,test,107,scale_1.5,none,scale_1.5,scale_1.5,1.0,rank,1,0.6902066929133859,0.8095805351736329,0.1579280006916626,1.1355554950930131,0.5219854422266983,0.3076923076923077,2.454960010316961,0.59375
2,test,107,scale_1.5,none,scale_1.5,scale_1.5,1.0,target_only,1,0.8080708661417323,0.8793806607410085,0.1313317322064109,0.731676689663697,0.8006660867972899,0.3846153846153846,0.1251446861496831,0.890625
2,test,107,scale_1.5,none,scale_1.5,scale_1.5,1.0,value,1,0.7675935039370079,0.885532894490731,0.1313317322064109,0.9449783722719568,0.6964326588536898,0.5384615384615384,2.842804037989489,0.625
2,test,131,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,dual,1,0.8209891732283464,0.976491539733887,0.0,1.357418932559465,0.8009464841604101,0.6923076923076923,-1.51564368486064,0.8046875
